#id: 3223230345
#name: H.sapiens - Brain (Integrated)
#score: 24.07
#description: integrated dataset: weighted average of all H.sapiens BRAIN, Interaction consistency score: 24.07, Coverage: 57
#organ: BRAIN
#integrated: true
#coverage: 57
#publication_year: 2021
#filename: 9606-BRAIN-integrated.txt
#
#internal_id	string_external_id	abundance
4440611	9606.ENSP00000334910	68.0
4451327	9606.ENSP00000478754	68.0
4438964	9606.ENSP00000315013	68.0
4443657	9606.ENSP00000360076	67.9
4432591	9606.ENSP00000012443	67.9
4440650	9606.ENSP00000335203	67.8
4434776	9606.ENSP00000260385	67.8
4448400	9606.ENSP00000406162	67.8
4451093	9606.ENSP00000474096	67.5
4448007	9606.ENSP00000398064	67.4
4438679	9606.ENSP00000311344	67.3
4442969	9606.ENSP00000356820	67.2
4433238	9606.ENSP00000222572	67.1
4442941	9606.ENSP00000356671	67.1
4445976	9606.ENSP00000375863	67.0
4444062	9606.ENSP00000362041	66.9
4436537	9606.ENSP00000283290	66.9
4448761	9606.ENSP00000414982	66.7
4440933	9606.ENSP00000339191	66.6
4440370	9606.ENSP00000332565	66.4
4446822	9606.ENSP00000381504	66.2
4436080	9606.ENSP00000273450	66.2
4444906	9606.ENSP00000366819	66.2
4449733	9606.ENSP00000435210	66.1
4434091	9606.ENSP00000249330	66.1
4442555	9606.ENSP00000354850	66.0
4451675	9606.ENSP00000482442	65.9
4435168	9606.ENSP00000262947	65.8
4436960	9606.ENSP00000292377	65.8
4447381	9606.ENSP00000386456	65.8
4442432	9606.ENSP00000354125	65.6
4434113	9606.ENSP00000249923	65.6
4433468	9606.ENSP00000229390	65.5
4449545	9606.ENSP00000430344	65.4
4451964	9606.ENSP00000485206	65.4
4441732	9606.ENSP00000347581	65.3
4435212	9606.ENSP00000263202	65.3
4448311	9606.ENSP00000404203	65.3
4440101	9606.ENSP00000329419	65.3
4435330	9606.ENSP00000263867	65.2
4446993	9606.ENSP00000383168	65.2
4443211	9606.ENSP00000357873	65.1
4442622	9606.ENSP00000355180	65.0
4440157	9606.ENSP00000330101	64.9
4450748	9606.ENSP00000464619	64.9
4436718	9606.ENSP00000287295	64.8
4442422	9606.ENSP00000354032	64.7
4448755	9606.ENSP00000414906	64.5
4437191	9606.ENSP00000295767	64.5
4450945	9606.ENSP00000470142	64.5
4436126	9606.ENSP00000274341	64.4
4449328	9606.ENSP00000425561	64.2
4442742	9606.ENSP00000355752	64.2
4436500	9606.ENSP00000282561	64.1
4433962	9606.ENSP00000246024	64.1
4441726	9606.ENSP00000347495	64.0
4437283	9606.ENSP00000296456	64.0
4442296	9606.ENSP00000352882	63.9
4442056	9606.ENSP00000350512	63.8
4449527	9606.ENSP00000429986	63.6
4445263	9606.ENSP00000369042	63.6
4433236	9606.ENSP00000222553	63.5
4442761	9606.ENSP00000355889	63.5
4442695	9606.ENSP00000355523	63.4
4451467	9606.ENSP00000480301	63.3
4442408	9606.ENSP00000353864	63.2
4451612	9606.ENSP00000481762	63.1
4449789	9606.ENSP00000436621	63.0
4440663	9606.ENSP00000335321	62.9
4441606	9606.ENSP00000346265	62.8
4433032	9606.ENSP00000217958	62.7
4445455	9606.ENSP00000370196	62.6
4434689	9606.ENSP00000259253	62.6
4444644	9606.ENSP00000365042	62.6
4442885	9606.ENSP00000356416	62.5
4435831	9606.ENSP00000268613	62.5
4432979	9606.ENSP00000216727	62.4
4437277	9606.ENSP00000296424	62.3
4445800	9606.ENSP00000373509	62.3
4450134	9606.ENSP00000444850	62.3
4440555	9606.ENSP00000334373	62.3
4446658	9606.ENSP00000380414	62.2
4436420	9606.ENSP00000281187	62.1
4447297	9606.ENSP00000386023	62.1
4446244	9606.ENSP00000377779	62.0
4440200	9606.ENSP00000330633	62.0
4450870	9606.ENSP00000468263	62.0
4445710	9606.ENSP00000372112	62.0
4445848	9606.ENSP00000374036	61.9
4434955	9606.ENSP00000261813	61.8
4441504	9606.ENSP00000345259	61.8
4433922	9606.ENSP00000245185	61.6
4434943	9606.ENSP00000261758	61.5
4433195	9606.ENSP00000221980	61.3
4434717	9606.ENSP00000259667	61.2
4440694	9606.ENSP00000335614	61.2
4443481	9606.ENSP00000359225	61.1
4439035	9606.ENSP00000316029	61.1
4440700	9606.ENSP00000335632	61.0
4434090	9606.ENSP00000249299	60.9
4449743	9606.ENSP00000435370	60.9
4449703	9606.ENSP00000434359	60.7
4439425	9606.ENSP00000321260	60.6
4449402	9606.ENSP00000427463	60.5
4433858	9606.ENSP00000243563	60.5
4443595	9606.ENSP00000359685	60.5
4437004	9606.ENSP00000293288	60.3
4432861	9606.ENSP00000215567	60.3
4443125	9606.ENSP00000357564	60.3
4442913	9606.ENSP00000356541	60.1
4449431	9606.ENSP00000428182	60.0
4445099	9606.ENSP00000367938	59.8
4434704	9606.ENSP00000259457	59.7
4447894	9606.ENSP00000395535	59.6
4439671	9606.ENSP00000324204	59.6
4435075	9606.ENSP00000262418	59.6
4447304	9606.ENSP00000386104	59.6
4440956	9606.ENSP00000339435	59.5
4435781	9606.ENSP00000267814	59.4
4435722	9606.ENSP00000266679	59.3
4444082	9606.ENSP00000362110	59.3
4446199	9606.ENSP00000377471	59.3
4444121	9606.ENSP00000362268	59.2
4438418	9606.ENSP00000308515	59.2
4439231	9606.ENSP00000318861	59.2
4440716	9606.ENSP00000336666	59.2
4443641	9606.ENSP00000359990	59.1
4450626	9606.ENSP00000460070	58.8
4436875	9606.ENSP00000290573	58.6
4449179	9606.ENSP00000421566	58.6
4432917	9606.ENSP00000216129	58.5
4450878	9606.ENSP00000468367	58.5
4434924	9606.ENSP00000261667	58.5
4447994	9606.ENSP00000397843	58.5
4433017	9606.ENSP00000217402	58.5
4441344	9606.ENSP00000343535	58.5
4437474	9606.ENSP00000298283	58.5
4434966	9606.ENSP00000261868	58.4
4442803	9606.ENSP00000356056	58.4
4437552	9606.ENSP00000299259	58.2
4442881	9606.ENSP00000356399	58.1
4449437	9606.ENSP00000428263	58.1
4439280	9606.ENSP00000319412	58.0
4435360	9606.ENSP00000264028	58.0
4443403	9606.ENSP00000358851	58.0
4444394	9606.ENSP00000363574	57.9
4438620	9606.ENSP00000310670	57.9
4444947	9606.ENSP00000367032	57.8
4440436	9606.ENSP00000333255	57.6
4444182	9606.ENSP00000362532	57.6
4446228	9606.ENSP00000377681	57.6
4451474	9606.ENSP00000480332	57.5
4447517	9606.ENSP00000387654	57.5
4432973	9606.ENSP00000216554	57.3
4435511	9606.ENSP00000264896	57.3
4433873	9606.ENSP00000243997	57.3
4445486	9606.ENSP00000370414	57.3
4433875	9606.ENSP00000244020	57.2
4442710	9606.ENSP00000355599	57.2
4450319	9606.ENSP00000450614	57.1
4436333	9606.ENSP00000279068	57.1
4445703	9606.ENSP00000372005	57.1
4433399	9606.ENSP00000227868	57.0
4446996	9606.ENSP00000383199	56.9
4433442	9606.ENSP00000228945	56.9
4450983	9606.ENSP00000471242	56.9
4437734	9606.ENSP00000301242	56.8
4433403	9606.ENSP00000228136	56.8
4447556	9606.ENSP00000388552	56.7
4446638	9606.ENSP00000380286	56.7
4448571	9606.ENSP00000410769	56.7
4444254	9606.ENSP00000362824	56.6
4442793	9606.ENSP00000356000	56.6
4435086	9606.ENSP00000262455	56.6
4449601	9606.ENSP00000431800	56.6
4435002	9606.ENSP00000262094	56.5
4446742	9606.ENSP00000380998	56.5
4450205	9606.ENSP00000446743	56.5
4433322	9606.ENSP00000225573	56.4
4433346	9606.ENSP00000225964	56.3
4444705	9606.ENSP00000365462	56.3
4436392	9606.ENSP00000280706	56.3
4438141	9606.ENSP00000305613	56.3
4433200	9606.ENSP00000222008	56.2
4432935	9606.ENSP00000216252	56.2
4443263	9606.ENSP00000358126	55.9
4434413	9606.ENSP00000255120	55.8
4450412	9606.ENSP00000452909	55.7
4443328	9606.ENSP00000358495	55.6
4435325	9606.ENSP00000263849	55.6
4435738	9606.ENSP00000267064	55.5
4437104	9606.ENSP00000295006	55.5
4449298	9606.ENSP00000424595	55.4
4447675	9606.ENSP00000390941	55.3
4445662	9606.ENSP00000371634	55.2
4435036	9606.ENSP00000262225	55.2
4442440	9606.ENSP00000354223	55.1
4449865	9606.ENSP00000438399	55.1
4445638	9606.ENSP00000371475	55.0
4433359	9606.ENSP00000226230	54.8
4434443	9606.ENSP00000255681	54.8
4436856	9606.ENSP00000290341	54.8
4445420	9606.ENSP00000369965	54.6
4441519	9606.ENSP00000345412	54.6
4444314	9606.ENSP00000363162	54.5
4445166	9606.ENSP00000368455	54.5
4445262	9606.ENSP00000369038	54.4
4438083	9606.ENSP00000304854	54.3
4439411	9606.ENSP00000321070	54.3
4449534	9606.ENSP00000430128	54.2
4441429	9606.ENSP00000344468	54.2
4448033	9606.ENSP00000398597	54.2
4445990	9606.ENSP00000375960	54.1
4449330	9606.ENSP00000425587	54.1
4437337	9606.ENSP00000296786	54.0
4440881	9606.ENSP00000338607	54.0
4447771	9606.ENSP00000392896	53.9
4442751	9606.ENSP00000355809	53.9
4438929	9606.ENSP00000314407	53.8
4435852	9606.ENSP00000268835	53.8
4438023	9606.ENSP00000304133	53.7
4448821	9606.ENSP00000416250	53.6
4432876	9606.ENSP00000215793	53.6
4436030	9606.ENSP00000272433	53.6
4433019	9606.ENSP00000217420	53.6
4442384	9606.ENSP00000353701	53.6
4451260	9606.ENSP00000477980	53.5
4440236	9606.ENSP00000331201	53.5
4432799	9606.ENSP00000203630	53.4
4435200	9606.ENSP00000263102	53.4
4438042	9606.ENSP00000304331	53.4
4449891	9606.ENSP00000439065	53.4
4446547	9606.ENSP00000379696	53.3
4447228	9606.ENSP00000385432	53.3
4450303	9606.ENSP00000450281	53.2
4439665	9606.ENSP00000324127	53.1
4444215	9606.ENSP00000362680	53.1
4435324	9606.ENSP00000263847	53.1
4443383	9606.ENSP00000358777	53.0
4448654	9606.ENSP00000412566	52.9
4451832	9606.ENSP00000484121	52.8
4437631	9606.ENSP00000300087	52.7
4449048	9606.ENSP00000419475	52.6
4434275	9606.ENSP00000253039	52.6
4443464	9606.ENSP00000359151	52.6
4442582	9606.ENSP00000354961	52.5
4436070	9606.ENSP00000273308	52.5
4442527	9606.ENSP00000354720	52.5
4439679	9606.ENSP00000324302	52.3
4441829	9606.ENSP00000348442	52.3
4438009	9606.ENSP00000303992	52.3
4434583	9606.ENSP00000257905	52.3
4443643	9606.ENSP00000360002	52.2
4433643	9606.ENSP00000235090	52.2
4441721	9606.ENSP00000347451	52.2
4439626	9606.ENSP00000323687	52.1
4442552	9606.ENSP00000354837	52.1
4444598	9606.ENSP00000364794	52.1
4449587	9606.ENSP00000431391	51.9
4433587	9606.ENSP00000233379	51.9
4439049	9606.ENSP00000316329	51.7
4445529	9606.ENSP00000370718	51.7
4449499	9606.ENSP00000429309	51.6
4447266	9606.ENSP00000385746	51.6
4438721	9606.ENSP00000311713	51.6
4433141	9606.ENSP00000221114	51.5
4436796	9606.ENSP00000289104	51.5
4434618	9606.ENSP00000258341	51.4
4440473	9606.ENSP00000333664	51.3
4438077	9606.ENSP00000304802	51.3
4449713	9606.ENSP00000434516	51.2
4444660	9606.ENSP00000365160	51.2
4438048	9606.ENSP00000304376	51.2
4438864	9606.ENSP00000313454	51.2
4450866	9606.ENSP00000468057	51.2
4449827	9606.ENSP00000437621	51.2
4450267	9606.ENSP00000448785	51.2
4451159	9606.ENSP00000476228	51.2
4449683	9606.ENSP00000433664	51.1
4438000	9606.ENSP00000303909	51.1
4436267	9606.ENSP00000277895	50.9
4432851	9606.ENSP00000214869	50.8
4434958	9606.ENSP00000261837	50.8
4448961	9606.ENSP00000418397	50.8
4445248	9606.ENSP00000368970	50.8
4445512	9606.ENSP00000370588	50.8
4444854	9606.ENSP00000366430	50.8
4440558	9606.ENSP00000334382	50.7
4444044	9606.ENSP00000361949	50.6
4450244	9606.ENSP00000448035	50.6
4446393	9606.ENSP00000378721	50.5
4433015	9606.ENSP00000217381	50.5
4448900	9606.ENSP00000417492	50.4
4445467	9606.ENSP00000370254	50.4
4433912	9606.ENSP00000244751	50.4
4438616	9606.ENSP00000310649	50.3
4441641	9606.ENSP00000346634	50.3
4434135	9606.ENSP00000250498	50.3
4451023	9606.ENSP00000472286	50.3
4449949	9606.ENSP00000440485	50.2
4433588	9606.ENSP00000233468	50.2
4447791	9606.ENSP00000393313	50.2
4437057	9606.ENSP00000294119	50.0
4446205	9606.ENSP00000377508	50.0
4437915	9606.ENSP00000302936	50.0
4440747	9606.ENSP00000336888	50.0
4439736	9606.ENSP00000325074	49.9
4444149	9606.ENSP00000362376	49.8
4439764	9606.ENSP00000325425	49.8
4436543	9606.ENSP00000283415	49.7
4439029	9606.ENSP00000315931	49.7
4448822	9606.ENSP00000416255	49.6
4436437	9606.ENSP00000281589	49.6
4437886	9606.ENSP00000302719	49.5
4441800	9606.ENSP00000348108	49.5
4440520	9606.ENSP00000334051	49.5
4434233	9606.ENSP00000252542	49.4
4434004	9606.ENSP00000246912	49.4
4447739	9606.ENSP00000392330	49.3
4446531	9606.ENSP00000379616	49.3
4449856	9606.ENSP00000438248	49.2
4441507	9606.ENSP00000345292	49.2
4444463	9606.ENSP00000363988	49.1
4437330	9606.ENSP00000296741	49.1
4433898	9606.ENSP00000244520	49.1
4450953	9606.ENSP00000470262	49.1
4447875	9606.ENSP00000395007	49.1
4448703	9606.ENSP00000413697	49.0
4445785	9606.ENSP00000373347	48.9
4442325	9606.ENSP00000353129	48.9
4436962	9606.ENSP00000292401	48.9
4436885	9606.ENSP00000290776	48.9
4432986	9606.ENSP00000216832	48.9
4433966	9606.ENSP00000246071	48.7
4433787	9606.ENSP00000240851	48.7
4441008	9606.ENSP00000339933	48.7
4443929	9606.ENSP00000361471	48.6
4436485	9606.ENSP00000282356	48.6
4440269	9606.ENSP00000331544	48.6
4443771	9606.ENSP00000360613	48.6
4435530	9606.ENSP00000264993	48.6
4448806	9606.ENSP00000415968	48.6
4446415	9606.ENSP00000378877	48.5
4448066	9606.ENSP00000399403	48.4
4449315	9606.ENSP00000425092	48.4
4450981	9606.ENSP00000471191	48.4
4441790	9606.ENSP00000348050	48.4
4433751	9606.ENSP00000239666	48.4
4435226	9606.ENSP00000263257	48.3
4439164	9606.ENSP00000317985	48.3
4437319	9606.ENSP00000296658	48.3
4445450	9606.ENSP00000370129	48.2
4448824	9606.ENSP00000416293	48.2
4440524	9606.ENSP00000334100	48.2
4447679	9606.ENSP00000391121	48.2
4447549	9606.ENSP00000388325	48.2
4450475	9606.ENSP00000454783	48.2
4443707	9606.ENSP00000360296	48.2
4442541	9606.ENSP00000354778	48.0
4436237	9606.ENSP00000276651	48.0
4447981	9606.ENSP00000397435	47.9
4434281	9606.ENSP00000253083	47.9
4444483	9606.ENSP00000364119	47.9
4446975	9606.ENSP00000382972	47.8
4434351	9606.ENSP00000254286	47.8
4446860	9606.ENSP00000381785	47.7
4447440	9606.ENSP00000386894	47.7
4436287	9606.ENSP00000278412	47.7
4450343	9606.ENSP00000451112	47.7
4437241	9606.ENSP00000296135	47.6
4433404	9606.ENSP00000228251	47.5
4441364	9606.ENSP00000343742	47.5
4446394	9606.ENSP00000378725	47.4
4442896	9606.ENSP00000356448	47.3
4450004	9606.ENSP00000441828	47.2
4449005	9606.ENSP00000419027	47.2
4442632	9606.ENSP00000355217	47.2
4448107	9606.ENSP00000400142	47.1
4444096	9606.ENSP00000362144	47.1
4441671	9606.ENSP00000346954	47.1
4449593	9606.ENSP00000431482	47.0
4434986	9606.ENSP00000261973	47.0
4438263	9606.ENSP00000306881	46.9
4433243	9606.ENSP00000222644	46.9
4449366	9606.ENSP00000426528	46.9
4443856	9606.ENSP00000361057	46.8
4441548	9606.ENSP00000345731	46.8
4441814	9606.ENSP00000348278	46.8
4451123	9606.ENSP00000475168	46.7
4447319	9606.ENSP00000386156	46.6
4435933	9606.ENSP00000270225	46.6
4443204	9606.ENSP00000357838	46.5
4435523	9606.ENSP00000264954	46.5
4448948	9606.ENSP00000418081	46.5
4441077	9606.ENSP00000340761	46.5
4441522	9606.ENSP00000345445	46.4
4434324	9606.ENSP00000253794	46.2
4434231	9606.ENSP00000252512	46.2
4438239	9606.ENSP00000306614	46.1
4437161	9606.ENSP00000295550	46.0
4448551	9606.ENSP00000410402	46.0
4433394	9606.ENSP00000227525	46.0
4448499	9606.ENSP00000408979	46.0
4442686	9606.ENSP00000355493	45.9
4446409	9606.ENSP00000378851	45.9
4435298	9606.ENSP00000263694	45.8
4442333	9606.ENSP00000353224	45.8
4448239	9606.ENSP00000402608	45.8
4440867	9606.ENSP00000338352	45.6
4441066	9606.ENSP00000340648	45.6
4445059	9606.ENSP00000367727	45.6
4439578	9606.ENSP00000323076	45.5
4435987	9606.ENSP00000271638	45.5
4444617	9606.ENSP00000364893	45.5
4446461	9606.ENSP00000379182	45.5
4444376	9606.ENSP00000363480	45.5
4445779	9606.ENSP00000373312	45.5
4451277	9606.ENSP00000478249	45.5
4451413	9606.ENSP00000479669	45.4
4441643	9606.ENSP00000346643	45.4
4442780	9606.ENSP00000355955	45.3
4440633	9606.ENSP00000335055	45.3
4440036	9606.ENSP00000328570	45.3
4433131	9606.ENSP00000220772	45.3
4433575	9606.ENSP00000233057	45.2
4451652	9606.ENSP00000482263	45.2
4436044	9606.ENSP00000272748	45.2
4445513	9606.ENSP00000370589	45.1
4448391	9606.ENSP00000406027	45.1
4444021	9606.ENSP00000361860	45.1
4451484	9606.ENSP00000480421	45.0
4448414	9606.ENSP00000406463	45.0
4441289	9606.ENSP00000342858	45.0
4439262	9606.ENSP00000319169	45.0
4451498	9606.ENSP00000480514	44.8
4440219	9606.ENSP00000330945	44.8
4449833	9606.ENSP00000437783	44.7
4433718	9606.ENSP00000238721	44.7
4447729	9606.ENSP00000392147	44.6
4445228	9606.ENSP00000368831	44.5
4432869	9606.ENSP00000215730	44.5
4444656	9606.ENSP00000365131	44.5
4450321	9606.ENSP00000450731	44.4
4440856	9606.ENSP00000338235	44.3
4450624	9606.ENSP00000459943	44.3
4450286	9606.ENSP00000449428	44.3
4446267	9606.ENSP00000377914	44.2
4446489	9606.ENSP00000379350	44.2
4435725	9606.ENSP00000266718	44.1
4436290	9606.ENSP00000278483	44.1
4433229	9606.ENSP00000222402	44.1
4444286	9606.ENSP00000363019	44.1
4449849	9606.ENSP00000438113	44.0
4433453	9606.ENSP00000229264	44.0
4437789	9606.ENSP00000301729	44.0
4438942	9606.ENSP00000314560	43.9
4450158	9606.ENSP00000445408	43.9
4442116	9606.ENSP00000351190	43.8
4435125	9606.ENSP00000262710	43.7
4434331	9606.ENSP00000253861	43.6
4446660	9606.ENSP00000380427	43.6
4444992	9606.ENSP00000367284	43.6
4437879	9606.ENSP00000302640	43.5
4434284	9606.ENSP00000253108	43.5
4446716	9606.ENSP00000380837	43.5
4433789	9606.ENSP00000240922	43.5
4443614	9606.ENSP00000359799	43.4
4439901	9606.ENSP00000327145	43.4
4437741	9606.ENSP00000301281	43.3
4436119	9606.ENSP00000274242	43.3
4449519	9606.ENSP00000429824	43.3
4438282	9606.ENSP00000307046	43.2
4449621	9606.ENSP00000432279	43.1
4433590	9606.ENSP00000233557	43.1
4441395	9606.ENSP00000344166	43.1
4435575	9606.ENSP00000265260	43.1
4449868	9606.ENSP00000438465	43.0
4435104	9606.ENSP00000262551	43.0
4448532	9606.ENSP00000409952	43.0
4443883	9606.ENSP00000361186	42.8
4450835	9606.ENSP00000467024	42.8
4442762	9606.ENSP00000355890	42.7
4438349	9606.ENSP00000307706	42.7
4442080	9606.ENSP00000350848	42.6
4450390	9606.ENSP00000452280	42.6
4446481	9606.ENSP00000379290	42.6
4436661	9606.ENSP00000286175	42.6
4449201	9606.ENSP00000422007	42.5
4443491	9606.ENSP00000359295	42.5
4432675	9606.ENSP00000158771	42.5
4446278	9606.ENSP00000377995	42.4
4442654	9606.ENSP00000355330	42.4
4433581	9606.ENSP00000233154	42.4
4447300	9606.ENSP00000386041	42.4
4446457	9606.ENSP00000379157	42.4
4445322	9606.ENSP00000369424	42.4
4435095	9606.ENSP00000262498	42.4
4441668	9606.ENSP00000346921	42.3
4442641	9606.ENSP00000355260	42.2
4450789	9606.ENSP00000465930	42.2
4433520	9606.ENSP00000231061	42.1
4450622	9606.ENSP00000459615	42.0
4434453	9606.ENSP00000256001	42.0
4446043	9606.ENSP00000376349	42.0
4445054	9606.ENSP00000367697	42.0
4450651	9606.ENSP00000461433	41.9
4442612	9606.ENSP00000355124	41.9
4442258	9606.ENSP00000352513	41.9
4444439	9606.ENSP00000363827	41.9
4438246	9606.ENSP00000306670	41.9
4438456	9606.ENSP00000308897	41.9
4439910	9606.ENSP00000327255	41.8
4439687	9606.ENSP00000324422	41.8
4450019	9606.ENSP00000442050	41.8
4433095	9606.ENSP00000219548	41.7
4441123	9606.ENSP00000341171	41.7
4451220	9606.ENSP00000477590	41.7
4440533	9606.ENSP00000334153	41.7
4439113	9606.ENSP00000317257	41.7
4442549	9606.ENSP00000354826	41.6
4444613	9606.ENSP00000364864	41.6
4445335	9606.ENSP00000369519	41.6
4447288	9606.ENSP00000385923	41.5
4449696	9606.ENSP00000434033	41.5
4434334	9606.ENSP00000254029	41.5
4451472	9606.ENSP00000480322	41.4
4441751	9606.ENSP00000347719	41.4
4432757	9606.ENSP00000194214	41.4
4433136	9606.ENSP00000220853	41.4
4435258	9606.ENSP00000263401	41.4
4441355	9606.ENSP00000343657	41.4
4441750	9606.ENSP00000347717	41.3
4444671	9606.ENSP00000365233	41.3
4445189	9606.ENSP00000368605	41.3
4442608	9606.ENSP00000355094	41.3
4434932	9606.ENSP00000261714	41.2
4446072	9606.ENSP00000376523	41.1
4439186	9606.ENSP00000318177	41.1
4444223	9606.ENSP00000362710	41.1
4445111	9606.ENSP00000368022	41.1
4444212	9606.ENSP00000362650	41.1
4446657	9606.ENSP00000380413	41.0
4433269	9606.ENSP00000223129	41.0
4444723	9606.ENSP00000365576	41.0
4443092	9606.ENSP00000357360	40.9
4451862	9606.ENSP00000484580	40.9
4446847	9606.ENSP00000381693	40.9
4434207	9606.ENSP00000252071	40.9
4444037	9606.ENSP00000361926	40.8
4437555	9606.ENSP00000299299	40.8
4439904	9606.ENSP00000327191	40.7
4435391	9606.ENSP00000264187	40.7
4443290	9606.ENSP00000358283	40.7
4441717	9606.ENSP00000347427	40.6
4439196	9606.ENSP00000318318	40.6
4446170	9606.ENSP00000377262	40.6
4446799	9606.ENSP00000381339	40.5
4451763	9606.ENSP00000483345	40.5
4440721	9606.ENSP00000336712	40.5
4436522	9606.ENSP00000283131	40.4
4432681	9606.ENSP00000160382	40.4
4445226	9606.ENSP00000368818	40.4
4435537	9606.ENSP00000265023	40.4
4444261	9606.ENSP00000362888	40.3
4441998	9606.ENSP00000350012	40.2
4436341	9606.ENSP00000279242	40.2
4433185	9606.ENSP00000221856	40.2
4437672	9606.ENSP00000300527	40.0
4433696	9606.ENSP00000237889	40.0
4445605	9606.ENSP00000371253	40.0
4435441	9606.ENSP00000264474	39.9
4442886	9606.ENSP00000356425	39.9
4450853	9606.ENSP00000467579	39.9
4435946	9606.ENSP00000270538	39.9
4448850	9606.ENSP00000416797	39.8
4435621	9606.ENSP00000265594	39.8
4433503	9606.ENSP00000230449	39.8
4439602	9606.ENSP00000323421	39.7
4444235	9606.ENSP00000362751	39.7
4447523	9606.ENSP00000387710	39.7
4438785	9606.ENSP00000312411	39.7
4442449	9606.ENSP00000354340	39.6
4451316	9606.ENSP00000478610	39.6
4435563	9606.ENSP00000265132	39.6
4436846	9606.ENSP00000290231	39.6
4444621	9606.ENSP00000364919	39.4
4436285	9606.ENSP00000278407	39.4
4449290	9606.ENSP00000424417	39.4
4440909	9606.ENSP00000338885	39.3
4438610	9606.ENSP00000310596	39.3
4444497	9606.ENSP00000364209	39.2
4449655	9606.ENSP00000433102	39.2
4439413	9606.ENSP00000321106	39.2
4435970	9606.ENSP00000271234	39.2
4442635	9606.ENSP00000355237	39.1
4441475	9606.ENSP00000344942	39.1
4449043	9606.ENSP00000419449	39.1
4447259	9606.ENSP00000385720	39.1
4451456	9606.ENSP00000480140	39.1
4433318	9606.ENSP00000225525	39.1
4446162	9606.ENSP00000377192	39.0
4432946	9606.ENSP00000216297	39.0
4435358	9606.ENSP00000264025	39.0
4445185	9606.ENSP00000368566	39.0
4447803	9606.ENSP00000393557	38.9
4450883	9606.ENSP00000468633	38.9
4441561	9606.ENSP00000345837	38.7
4449080	9606.ENSP00000420026	38.7
4435967	9606.ENSP00000271064	38.6
4439531	9606.ENSP00000322524	38.6
4449770	9606.ENSP00000436049	38.6
4433841	9606.ENSP00000243077	38.6
4441521	9606.ENSP00000345436	38.6
4446399	9606.ENSP00000378760	38.5
4435744	9606.ENSP00000267113	38.5
4441740	9606.ENSP00000347648	38.5
4433166	9606.ENSP00000221494	38.4
4441472	9606.ENSP00000344909	38.4
4437707	9606.ENSP00000301012	38.4
4442712	9606.ENSP00000355605	38.3
4441126	9606.ENSP00000341198	38.2
4451532	9606.ENSP00000480836	38.2
4448627	9606.ENSP00000411831	38.2
4448916	9606.ENSP00000417610	38.2
4446881	9606.ENSP00000381984	38.2
4447610	9606.ENSP00000389445	38.1
4439642	9606.ENSP00000323867	38.1
4442547	9606.ENSP00000354813	38.1
4438945	9606.ENSP00000314615	38.0
4449525	9606.ENSP00000429931	38.0
4436335	9606.ENSP00000279146	38.0
4449331	9606.ENSP00000425634	38.0
4443640	9606.ENSP00000359988	37.9
4440929	9606.ENSP00000339161	37.9
4450095	9606.ENSP00000443926	37.9
4449336	9606.ENSP00000425809	37.9
4449863	9606.ENSP00000438349	37.9
4434649	9606.ENSP00000258729	37.8
4443191	9606.ENSP00000357791	37.8
4446106	9606.ENSP00000376808	37.8
4445081	9606.ENSP00000367841	37.8
4434261	9606.ENSP00000252891	37.7
4441361	9606.ENSP00000343701	37.7
4449864	9606.ENSP00000438388	37.7
4433604	9606.ENSP00000233813	37.6
4437701	9606.ENSP00000300900	37.6
4446110	9606.ENSP00000376840	37.5
4450293	9606.ENSP00000449770	37.5
4435542	9606.ENSP00000265044	37.5
4434847	9606.ENSP00000261267	37.4
4441172	9606.ENSP00000341657	37.4
4433218	9606.ENSP00000222286	37.4
4450338	9606.ENSP00000451030	37.4
4432926	9606.ENSP00000216190	37.4
4442145	9606.ENSP00000351446	37.3
4442483	9606.ENSP00000354522	37.3
4447663	9606.ENSP00000390625	37.2
4433357	9606.ENSP00000226218	37.2
4439052	9606.ENSP00000316357	37.2
4443980	9606.ENSP00000361704	37.1
4447802	9606.ENSP00000393541	37.1
4445627	9606.ENSP00000371393	37.0
4443203	9606.ENSP00000357836	37.0
4448443	9606.ENSP00000407182	36.9
4440068	9606.ENSP00000329033	36.9
4447843	9606.ENSP00000394316	36.9
4434946	9606.ENSP00000261776	36.9
4446011	9606.ENSP00000376167	36.8
4443356	9606.ENSP00000358616	36.8
4434301	9606.ENSP00000253363	36.8
4442596	9606.ENSP00000355046	36.8
4437630	9606.ENSP00000300086	36.7
4435303	9606.ENSP00000263710	36.7
4449546	9606.ENSP00000430432	36.6
4441356	9606.ENSP00000343658	36.6
4434046	9606.ENSP00000248098	36.6
4439634	9606.ENSP00000323805	36.6
4433530	9606.ENSP00000231238	36.6
4437240	9606.ENSP00000296130	36.6
4442651	9606.ENSP00000355316	36.5
4441258	9606.ENSP00000342481	36.5
4445970	9606.ENSP00000375836	36.5
4450008	9606.ENSP00000441858	36.4
4439340	9606.ENSP00000320184	36.4
4449083	9606.ENSP00000420065	36.4
4439796	9606.ENSP00000325819	36.3
4441278	9606.ENSP00000342778	36.3
4450740	9606.ENSP00000464327	36.3
4447671	9606.ENSP00000390783	36.3
4442535	9606.ENSP00000354742	36.3
4440808	9606.ENSP00000337641	36.2
