Uniprot,#Peptides_Macron2018A,#Peptides_Macron2020,#Peptides_Zhang2015,#Peptides_Guldbrandsen2014,#Peptides_Macron2018B,#Peptides_Schutzer2010,#Peptides_NunezGalindo2015,#Peptides_Zougman2007,#Peptides_Schilde2018,#Peptides_Guo2015,#Peptides_Stoop2010,#Studies
Q6ZMI0,1.0,,,,,,,,,,,1
Q96LR5,1.0,,,,,,,,,,,1
Q96M32,1.0,,,,,,,,,,,1
P42892,2.0,4.0,8.0,,2.0,1.0,,,,,,5
Q96FN4,1.0,,,,1.0,,,,,,,2
P32971,1.0,,,,1.0,,,,,,,2
Q5JSH3,4.0,,,,,,,,,,,1
Q96G03,1.0,3.0,3.0,1.0,,1.0,,,,,,5
Q9C0E4,1.0,2.0,,,,,,,,,,2
Q9HD20,1.0,,,,,,,,,,,1
Q5JTV8,3.0,4.0,4.0,3.0,1.0,,,,,,,5
P39687,1.0,,,,,,,,,,,1
Q9NQX5,11.0,20.0,4.0,7.0,5.0,5.0,2.0,2.0,2.0,4.0,,10
Q9C0C4,9.0,7.0,9.0,6.0,1.0,1.0,,,,,,6
Q4ZHG4,3.0,12.0,14.0,,3.0,,,,,,,4
Q9NQW7,1.0,2.0,8.0,3.0,,,,,,,,4
Q9UNZ2,8.0,10.0,5.0,4.0,3.0,,,,,,,5
Q9NQV5,1.0,,,,,,,,,,,1
P32926,5.0,3.0,,,2.0,1.0,,,,,,4
Q9C0A0,24.0,25.0,33.0,46.0,17.0,,4.0,19.0,13.0,18.0,,9
Q9UNW1,7.0,8.0,15.0,13.0,5.0,7.0,,3.0,4.0,10.0,,9
Q6VY07,1.0,,,,1.0,,,,,,,2
Q9NQS7,1.0,,,,,,,,,,,1
Q9NQS3,2.0,3.0,2.0,3.0,1.0,4.0,,,,,,6
Q96FV2,2.0,,,1.0,,,,,,,,2
Q9UK05,1.0,,2.0,,,,,,,,,2
P12429,1.0,2.0,4.0,1.0,,,,,,,,4
Q96FW1,3.0,2.0,3.0,4.0,,,,,,,,4
Q9NR12,2.0,,,,,1.0,,,,,,2
O00584,7.0,8.0,15.0,22.0,7.0,14.0,3.0,5.0,8.0,12.0,,10
P07738,5.0,6.0,3.0,1.0,5.0,1.0,,,,,,6
P07737,8.0,14.0,9.0,14.0,9.0,10.0,4.0,5.0,3.0,6.0,,10
Q16666,2.0,,,,,,,,,,,1
P54578,2.0,2.0,3.0,2.0,,,,,,,,4
P29120,17.0,18.0,12.0,12.0,6.0,8.0,3.0,,,,,7
O60240,1.0,,,,,,,,,,,1
O60245,13.0,19.0,15.0,11.0,11.0,5.0,1.0,2.0,2.0,,,9
Q9UNP4,1.0,,,,,,,,,,,1
O60279,16.0,24.0,17.0,10.0,14.0,9.0,4.0,2.0,4.0,,,9
P07711,11.0,13.0,12.0,21.0,8.0,17.0,3.0,6.0,3.0,6.0,,10
P34096,5.0,12.0,7.0,13.0,8.0,5.0,4.0,4.0,3.0,10.0,,10
Q9UII2,2.0,4.0,,,2.0,,,,,,,3
P0DMQ5,3.0,,,,,,,,,,,1
P0DP58,4.0,6.0,,,5.0,,,,,,,3
P0DP57,1.0,2.0,,,1.0,,,,,,,3
P22681,1.0,,,2.0,1.0,,,,,,,3
P63173,1.0,,,,1.0,,,,,,,2
P22676,6.0,6.0,7.0,5.0,4.0,1.0,,,,,,6
P49862,2.0,4.0,10.0,5.0,1.0,1.0,,,,,,6
P34059,4.0,6.0,12.0,10.0,1.0,7.0,,,,,,6
O60291,3.0,,3.0,2.0,1.0,1.0,,,,,,5
O60664,7.0,4.0,3.0,3.0,2.0,1.0,,,,,,6
P29373,1.0,2.0,,,,,,,,,,2
P17980,1.0,2.0,,,,,,,,,,2
P0DMV8,19.0,21.0,,,16.0,,1.0,,,,,4
Q9UNH7,2.0,4.0,,,1.0,,,,,,,3
Q9UNH6,1.0,,,,,1.0,,,,,,2
O60268,1.0,,,,1.0,,,,,,,2
O60266,1.0,,,,1.0,,,,,,,2
Q9C004,1.0,,,,,,,,,,,1
P22626,6.0,10.0,12.0,1.0,3.0,3.0,1.0,,,,,7
P29353,1.0,,,,,,,,,,,1
P29350,3.0,6.0,,,3.0,,,,,,,3
O60259,1.0,3.0,3.0,,,,,,,,,3
Q9NQC3,6.0,10.0,,1.0,4.0,1.0,,,,,,5
Q9UNF1,1.0,,,,,,,,,,,1
Q9UNF0,1.0,2.0,,,,1.0,,,,,,3
O60243,5.0,9.0,6.0,4.0,3.0,,,,,,,5
O60242,6.0,7.0,14.0,8.0,3.0,8.0,,2.0,2.0,,,8
O60241,10.0,7.0,8.0,7.0,6.0,5.0,4.0,2.0,,,,8
P22607,9.0,7.0,10.0,6.0,7.0,6.0,1.0,,3.0,6.0,,9
P17948,2.0,,3.0,,,,,,,,,2
Q9UNE7,2.0,3.0,,,,,,,,,,2
O60237,1.0,,,,,,,,,,,1
O60234,3.0,2.0,2.0,4.0,,,,1.0,,,,5
P29323,14.0,10.0,15.0,8.0,6.0,6.0,,,,,,6
P17931,4.0,5.0,4.0,5.0,3.0,,,,,,,5
P17927,2.0,,5.0,3.0,1.0,,,,,,,4
P07585,12.0,13.0,11.0,15.0,11.0,,2.0,4.0,5.0,14.0,,9
Q5VZY2,1.0,,,,,,,,,,,1
P17900,14.0,9.0,10.0,15.0,9.0,19.0,6.0,7.0,5.0,18.0,2.0,11
Q9H0R4,1.0,,2.0,3.0,1.0,4.0,,,,,,5
Q96KP4,3.0,3.0,6.0,2.0,,,,,,,,4
Q5JXA9,2.0,,2.0,1.0,1.0,,,,,,,4
P12270,1.0,,,,,,,,,,,1
P12272,4.0,6.0,,1.0,3.0,1.0,,,,,,5
P12273,1.0,,3.0,2.0,,,,,,,,3
Q9NPZ5,2.0,3.0,2.0,,,,,,,,,3
P12277,5.0,4.0,5.0,8.0,2.0,4.0,1.0,5.0,,,,8
O14974,1.0,4.0,,,,1.0,,,,,,3
Q9H173,4.0,6.0,12.0,7.0,3.0,5.0,,,,,,6
Q9NPY3,6.0,7.0,10.0,12.0,2.0,1.0,,,,,,6
Q96KN2,33.0,40.0,30.0,66.0,27.0,86.0,16.0,15.0,20.0,46.0,14.0,11
P00995,3.0,3.0,,2.0,4.0,,,,,,,4
Q9NQ84,1.0,,,,,,,,,,,1
Q9NQ79,33.0,48.0,28.0,42.0,25.0,37.0,15.0,12.0,18.0,44.0,6.0,11
Q16568,4.0,4.0,5.0,9.0,2.0,8.0,2.0,2.0,3.0,,,9
Q9NQ76,7.0,11.0,3.0,1.0,1.0,,,,,,,5
Q9UMY4,3.0,3.0,3.0,,3.0,1.0,,,,,,5
P00966,1.0,3.0,,,,,,,,,,2
Q9UMX0,4.0,6.0,,1.0,,,1.0,,,,,4
Q9H299,6.0,7.0,3.0,4.0,4.0,,3.0,,,,,6
Q16584,1.0,,,,,1.0,,,,,,2
P07686,14.0,15.0,18.0,20.0,8.0,22.0,,,4.0,10.0,,8
Q9UN74,3.0,7.0,5.0,3.0,,,,,,,,4
Q9UN70,14.0,20.0,,16.0,14.0,2.0,1.0,,,,,6
P46783,1.0,2.0,,,,1.0,,,,,,3
Q9NQ38,13.0,18.0,5.0,8.0,11.0,1.0,,,,,,6
Q9UN66,3.0,3.0,,,,,,,,,,2
Q9NQ34,1.0,2.0,,2.0,,,,,,,,3
Q9NQ30,3.0,3.0,,2.0,,,,,,,,3
Q96KG7,21.0,34.0,27.0,35.0,14.0,11.0,4.0,12.0,7.0,10.0,,10
Q06418,6.0,4.0,6.0,10.0,3.0,8.0,,,,,,6
P00918,7.0,5.0,5.0,3.0,7.0,6.0,,,,,,6
Q9UMS6,2.0,5.0,,,,,,,,,,2
P00915,10.0,14.0,9.0,4.0,11.0,11.0,8.0,4.0,,,,8
Q96GY0,3.0,4.0,,,1.0,,,,,,,3
Q16851,8.0,8.0,4.0,1.0,,,,,,,,4
P17844,1.0,3.0,,,,,,,,,,2
Q9UN36,9.0,7.0,8.0,13.0,4.0,14.0,2.0,3.0,,,,8
Q16849,17.0,24.0,16.0,17.0,13.0,16.0,7.0,4.0,4.0,8.0,,10
P0DO92,1.0,,,,,,,,,,,1
Q16832,2.0,,6.0,3.0,,1.0,,,,,,4
Q9UKB5,3.0,5.0,2.0,4.0,3.0,7.0,,,,,,6
P07602,15.0,18.0,30.0,52.0,14.0,43.0,6.0,8.0,9.0,28.0,,10
P01008,44.0,48.0,34.0,79.0,37.0,73.0,23.0,21.0,19.0,54.0,10.0,11
P02745,7.0,6.0,7.0,8.0,4.0,4.0,1.0,5.0,3.0,4.0,,10
P05787,11.0,6.0,,,6.0,,,,,,,3
P49771,2.0,,3.0,,1.0,,,,,,,3
P0DOY2,4.0,4.0,,,2.0,,,,,,,3
P10586,32.0,36.0,48.0,38.0,18.0,38.0,1.0,9.0,4.0,10.0,,10
P14618,24.0,24.0,36.0,59.0,22.0,62.0,7.0,16.0,15.0,38.0,3.0,11
P18124,2.0,3.0,,,,,,,,,,2
P19835,7.0,5.0,14.0,15.0,4.0,4.0,,6.0,7.0,,,8
P49756,1.0,2.0,,,,,,,,,,2
P22692,14.0,28.0,13.0,16.0,15.0,5.0,7.0,3.0,4.0,18.0,,10
P25787,1.0,,,2.0,1.0,2.0,,,,,,4
P49746,3.0,5.0,11.0,4.0,2.0,,,,,,,5
Q9NPG4,8.0,9.0,5.0,7.0,,,,,,,,4
Q9NPG3,1.0,,,,,,,,,,,1
P31025,2.0,3.0,,2.0,1.0,,3.0,,,,,5
P33908,22.0,28.0,24.0,31.0,20.0,,4.0,,6.0,16.0,,8
P35611,1.0,2.0,,,,2.0,,,,,,3
P36897,3.0,2.0,2.0,,1.0,,,,,,,4
P29279,14.0,13.0,10.0,11.0,8.0,3.0,5.0,4.0,2.0,,,9
Q9NPF2,3.0,3.0,6.0,3.0,1.0,,,,,,,5
Q9NPF0,3.0,3.0,4.0,3.0,3.0,1.0,,,,,,6
P49720,1.0,2.0,3.0,1.0,1.0,,,,,,,5
P40926,10.0,9.0,12.0,16.0,2.0,5.0,,4.0,,,,7
P42167,5.0,2.0,,,1.0,,,,,,,3
O75976,14.0,14.0,17.0,13.0,3.0,6.0,,,,,,6
P47914,1.0,,,,1.0,,,,,,,2
O75973,4.0,3.0,4.0,4.0,1.0,1.0,,,,,,6
P49721,1.0,,4.0,,,,,,,,,2
Q9H2A7,9.0,14.0,4.0,6.0,7.0,7.0,2.0,3.0,,,,8
P50453,6.0,8.0,6.0,4.0,1.0,,,,,,,5
P53999,2.0,,2.0,,1.0,,,,,,,3
P54920,2.0,,4.0,,,,,,,,,2
Q9H4A9,3.0,3.0,7.0,4.0,1.0,,,,,,,5
Q9H4A3,2.0,4.0,,1.0,,,,,,,,3
P49747,25.0,19.0,24.0,26.0,10.0,,2.0,1.0,4.0,,,8
P60953,2.0,4.0,,,1.0,,,,,,,3
P62820,7.0,10.0,,,4.0,1.0,,,,,,4
P68871,6.0,15.0,21.0,4.0,8.0,20.0,2.0,7.0,7.0,6.0,,10
Q9UMF0,16.0,21.0,22.0,22.0,11.0,,2.0,6.0,6.0,8.0,,9
P02042,5.0,10.0,,2.0,5.0,12.0,,8.0,,2.0,,7
P78504,8.0,9.0,13.0,15.0,3.0,2.0,,,,,,6
O75937,3.0,5.0,,,,,,,,,,2
P49767,4.0,7.0,4.0,2.0,2.0,,,,,,,5
P80370,2.0,2.0,,,1.0,,,,,,,3
P12318,3.0,3.0,4.0,2.0,2.0,2.0,2.0,,2.0,,,8
P29218,7.0,7.0,10.0,9.0,3.0,5.0,,,,,,6
Q5VWW1,5.0,8.0,5.0,6.0,2.0,2.0,,,,,,6
P17813,3.0,3.0,5.0,3.0,2.0,4.0,,,,,,6
P59998,5.0,5.0,,2.0,4.0,,,2.0,,,,5
P49792,1.0,,,,,,,,,,,1
P19012,5.0,10.0,,10.0,,,,,,,,3
Q9H3Z4,2.0,,,,,1.0,,,,,,2
P0C7U0,1.0,,2.0,1.0,1.0,1.0,,,,,,5
P19021,42.0,45.0,40.0,67.0,32.0,68.0,17.0,27.0,16.0,38.0,3.0,11
P19022,29.0,28.0,27.0,27.0,25.0,31.0,9.0,13.0,11.0,18.0,4.0,11
Q96JP9,3.0,4.0,4.0,3.0,,1.0,,,,,,5
Q9H488,1.0,,5.0,,,,,,,,,2
Q9H479,1.0,,,,,,,,,,,1
P32754,1.0,,4.0,2.0,,,,,,,,3
Q9H461,1.0,3.0,4.0,2.0,2.0,,,,,,,5
Q9ULZ9,8.0,3.0,9.0,10.0,,4.0,1.0,,,,,6
Q9NP84,3.0,4.0,,,3.0,,,,,,,3
Q9ULZ3,3.0,3.0,3.0,5.0,1.0,,,,,,,5
Q16663,1.0,,2.0,1.0,,,,,,,,3
Q96JK4,2.0,,5.0,,,,,,,,,2
P12259,52.0,54.0,66.0,83.0,38.0,61.0,11.0,8.0,13.0,34.0,2.0,11
Q9ULX7,4.0,3.0,5.0,4.0,1.0,2.0,,,,,,6
Q9ULX5,1.0,,,,,,,,,,,1
P59901,3.0,3.0,,,,,,,,,,2
Q9NP58,1.0,,,,,,,,,,,1
Q9H425,3.0,,,,,,,,,,,1
Q16790,1.0,,,,,,,,,,,1
P12235,2.0,,2.0,,,3.0,,,,,,3
P02144,5.0,4.0,6.0,11.0,4.0,11.0,2.0,2.0,,4.0,,9
Q9ULT6,1.0,,,,,,,,,,,1
Q96JF0,8.0,15.0,9.0,6.0,8.0,8.0,2.0,,,,,7
P17936,15.0,23.0,10.0,14.0,10.0,5.0,4.0,,3.0,4.0,,9
Q9UM47,11.0,18.0,19.0,15.0,4.0,1.0,,,,,,6
P00813,1.0,5.0,4.0,1.0,,2.0,,,,,,5
Q96JE9,2.0,2.0,,,1.0,1.0,,,,,,4
Q6IBS0,3.0,2.0,7.0,2.0,1.0,1.0,,,,,,6
P55001,2.0,3.0,2.0,1.0,2.0,,,,,,,5
Q9ULR0,1.0,,,,,,,,,,,1
Q9H3K6,2.0,,2.0,1.0,,,,,,,,3
Q9UM22,3.0,3.0,7.0,8.0,2.0,,,,2.0,4.0,,7
Q9UM21,4.0,4.0,2.0,1.0,1.0,,,,,,,5
O60449,3.0,3.0,14.0,8.0,3.0,1.0,,,,,,6
P55010,1.0,,,,,,,,,,,1
Q9ULP0,3.0,3.0,4.0,7.0,2.0,3.0,,,,,,6
A8MVW0,3.0,5.0,,,2.0,,,,,,,3
P49773,1.0,,,2.0,,,,,,,,2
Q96JA1,5.0,9.0,13.0,6.0,3.0,2.0,,,,,,6
Q9H3H3,1.0,,2.0,,,,,,,,,2
Q9H3G5,10.0,10.0,15.0,20.0,4.0,14.0,,,6.0,8.0,,8
Q9H324,1.0,4.0,,,,,,,,,,2
Q9ULL4,10.0,12.0,22.0,20.0,6.0,7.0,,,,,,6
Q9UL51,7.0,4.0,,1.0,1.0,1.0,,,,,,5
Q9H305,1.0,2.0,,,,,,,,,,2
Q9ULK6,1.0,2.0,2.0,,,2.0,,,,,,4
P49641,23.0,26.0,40.0,59.0,21.0,40.0,4.0,10.0,8.0,28.0,,10
O75882,15.0,23.0,33.0,43.0,10.0,29.0,,13.0,9.0,14.0,,9
Q9ULI3,9.0,17.0,9.0,8.0,7.0,11.0,1.0,2.0,,,,8
O75874,7.0,9.0,15.0,16.0,5.0,4.0,,,,,,6
Q04756,12.0,13.0,14.0,21.0,7.0,8.0,2.0,4.0,5.0,,,9
Q06830,11.0,12.0,16.0,16.0,9.0,12.0,3.0,7.0,2.0,4.0,,10
Q9ULH4,4.0,3.0,11.0,6.0,1.0,4.0,,,,,,6
Q9ULH1,1.0,2.0,,,,,,,,,,2
Q9ULH0,1.0,,,,,,,,,,,1
Q96IY4,9.0,10.0,15.0,20.0,10.0,20.0,2.0,2.0,8.0,6.0,,10
P49840,1.0,,,,,,,,,,,1
Q9ULF5,14.0,12.0,9.0,10.0,5.0,2.0,1.0,,3.0,2.0,,9
Q24JP5,20.0,24.0,26.0,32.0,13.0,28.0,3.0,12.0,14.0,26.0,,10
Q30154,3.0,4.0,7.0,,1.0,,,,,,,4
Q32P41,1.0,,,,,,,,,,,1
Q2TBF2,1.0,3.0,,,1.0,4.0,1.0,,,,,5
Q06481,31.0,41.0,29.0,63.0,23.0,58.0,15.0,9.0,16.0,28.0,,10
P29122,6.0,7.0,5.0,3.0,2.0,3.0,,,,,,6
Q96IU4,3.0,4.0,6.0,3.0,4.0,1.0,,2.0,,,,7
Q495W5,2.0,3.0,9.0,7.0,2.0,5.0,2.0,,,,,7
O75822,2.0,,,,1.0,,,,,,,2
Q9ULB5,19.0,18.0,13.0,13.0,12.0,3.0,,,,,,6
Q9ULB4,14.0,12.0,10.0,7.0,5.0,2.0,1.0,,,,,7
Q5F1R6,1.0,,,,1.0,,,,,,,2
Q9ULB1,50.0,56.0,51.0,69.0,34.0,,15.0,16.0,18.0,26.0,,9
Q68BL7,7.0,6.0,5.0,6.0,3.0,,1.0,,,,,6
Q6FI81,1.0,,,,1.0,,,,,,,2
Q6GTX8,3.0,2.0,5.0,6.0,2.0,4.0,,,,,,6
Q6IS24,6.0,5.0,13.0,9.0,1.0,3.0,,,,,,6
Q765P7,3.0,2.0,,,1.0,,,,,,,3
Q6ZXV5,2.0,,,,,,,,,,,1
Q9H2X8,1.0,,,,,,,,,,,1
Q86XS8,2.0,2.0,3.0,1.0,2.0,,,,,,,5
O43921,1.0,,,,1.0,,,,,,,2
P0C6S8,2.0,8.0,10.0,8.0,,4.0,,,,,,5
Q92945,3.0,9.0,11.0,1.0,2.0,,,,,,,5
Q96TC7,4.0,6.0,8.0,4.0,,4.0,,,,,,5
Q9BZF9,1.0,,,,2.0,,,,,,,2
Q9NZN1,2.0,3.0,9.0,6.0,,5.0,,,,,,5
Q9UL36,1.0,,,,,,,,,,,1
Q9UNN8,3.0,3.0,5.0,8.0,2.0,6.0,,,2.0,,,7
Q9Y2H0,1.0,2.0,,,,,,,,,,2
Q9NNX6,5.0,5.0,5.0,1.0,1.0,,,,,,,5
Q5VY43,1.0,2.0,6.0,1.0,,1.0,,,,,,5
Q9UKZ9,1.0,4.0,,,,,,,,,,2
Q9H2X0,29.0,33.0,30.0,24.0,18.0,5.0,1.0,,4.0,,,8
Q9UKZ4,1.0,6.0,23.0,11.0,1.0,,,,,,,5
Q9H2X9,7.0,6.0,3.0,1.0,3.0,2.0,,,,,,6
Q9UKY7,7.0,4.0,2.0,,3.0,,,,,,,4
Q16769,1.0,4.0,11.0,7.0,,14.0,,6.0,6.0,,,7
Q9UKY0,1.0,,3.0,3.0,1.0,1.0,,,,,,5
Q9H336,1.0,2.0,2.0,,1.0,1.0,,,,,,5
Q16775,5.0,5.0,6.0,4.0,2.0,1.0,,,,,,6
Q9UKX2,3.0,6.0,,,,,,,,,,2
P07492,3.0,4.0,,2.0,3.0,,2.0,,,,,5
P28799,6.0,11.0,11.0,10.0,3.0,3.0,,,,,,6
P29322,2.0,,,1.0,,1.0,,,,,,3
Q16787,1.0,3.0,20.0,6.0,,1.0,,,,,,5
P00751,62.0,81.0,47.0,96.0,47.0,,28.0,,22.0,74.0,15.0,9
P00750,2.0,,2.0,2.0,2.0,,,,,,,4
P00749,2.0,2.0,,,,,,,,,,2
P00748,15.0,22.0,21.0,26.0,11.0,15.0,6.0,8.0,9.0,14.0,,10
P00747,59.0,58.0,63.0,97.0,37.0,58.0,27.0,33.0,27.0,62.0,10.0,11
P07476,4.0,7.0,,,2.0,,,,,,,3
P00742,12.0,13.0,17.0,17.0,9.0,15.0,1.0,4.0,2.0,10.0,,10
Q9UKV0,2.0,,,,,,,,,,,1
P27930,1.0,2.0,2.0,3.0,,,,,,,,4
Q9UKU9,10.0,10.0,17.0,14.0,6.0,,,2.0,,,,6
Q9UKU6,2.0,9.0,23.0,12.0,2.0,9.0,,4.0,,,,7
P00736,34.0,45.0,37.0,50.0,26.0,35.0,12.0,22.0,20.0,42.0,5.0,11
Q16674,4.0,4.0,5.0,9.0,3.0,,1.0,2.0,2.0,,,8
O60504,1.0,,,,,,,,,,,1
O60506,4.0,7.0,,,,,,,,,,2
O60508,1.0,,,,,,,,,,,1
P12111,53.0,71.0,100.0,79.0,32.0,78.0,5.0,19.0,6.0,32.0,,10
Q16661,1.0,,,,,,,,,,,1
Q9UL46,2.0,3.0,,,,,,,,,,2
Q16658,10.0,15.0,10.0,7.0,8.0,12.0,,,,,,6
Q16653,9.0,11.0,6.0,9.0,8.0,13.0,6.0,3.0,2.0,,,9
Q16651,2.0,2.0,,2.0,1.0,2.0,,,,,,5
P54289,31.0,31.0,46.0,65.0,19.0,,11.0,,23.0,30.0,,8
P07437,6.0,9.0,,3.0,2.0,,,,,,,4
Q16643,2.0,2.0,,2.0,,1.0,,,,,,4
Q96ID5,10.0,12.0,11.0,14.0,6.0,7.0,2.0,2.0,,6.0,,9
Q16706,19.0,25.0,41.0,44.0,12.0,37.0,1.0,10.0,3.0,10.0,,10
Q9UKQ2,4.0,6.0,4.0,4.0,3.0,4.0,,,,,,6
Q16627,5.0,9.0,4.0,5.0,5.0,,,,2.0,,,6
Q16623,4.0,3.0,4.0,1.0,,,,,,,,4
Q16620,4.0,8.0,9.0,9.0,2.0,12.0,1.0,3.0,3.0,4.0,,10
P0DP23,16.0,15.0,,,11.0,,6.0,,,,,4
P49593,2.0,,,,,,,,,,,1
Q16610,34.0,55.0,30.0,47.0,25.0,35.0,13.0,11.0,16.0,32.0,,10
O60568,11.0,14.0,23.0,22.0,8.0,16.0,,2.0,,,,7
P22392,6.0,5.0,10.0,4.0,4.0,,,1.0,,,,6
Q9H2H8,1.0,,,,,,,,,,,1
Q11201,1.0,,3.0,,,,,,,,,2
Q9UKM7,7.0,6.0,17.0,13.0,3.0,8.0,,2.0,,,,7
Q9UKK9,3.0,4.0,4.0,6.0,,1.0,,,,,,5
Q9H2E6,13.0,19.0,16.0,20.0,9.0,11.0,2.0,1.0,4.0,,,9
P07814,1.0,4.0,,,,,,,,,,2
Q9UKJ1,2.0,6.0,4.0,5.0,2.0,3.0,,,,,,6
O75787,5.0,5.0,13.0,11.0,2.0,8.0,,9.0,4.0,8.0,,9
O75781,12.0,15.0,4.0,3.0,9.0,,1.0,,,,,6
P17677,17.0,18.0,11.0,14.0,11.0,12.0,2.0,,,,,7
Q96HY6,1.0,2.0,,3.0,3.0,2.0,,,,,,5
Q9H2A9,3.0,3.0,,2.0,3.0,5.0,,,,,,5
Q5UCC4,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,6
P11233,2.0,,,,,,,,,,,1
P22314,10.0,9.0,7.0,6.0,3.0,1.0,,,,,,6
O75752,2.0,3.0,9.0,12.0,2.0,12.0,,,2.0,,,7
O43897,3.0,,,1.0,1.0,4.0,,,,,,4
Q96I82,1.0,2.0,,1.0,1.0,,,,,,,4
P22307,1.0,,,,,,,,,,,1
P22304,9.0,8.0,12.0,23.0,4.0,19.0,1.0,8.0,7.0,6.0,,10
P22303,5.0,6.0,16.0,9.0,1.0,,,,2.0,,,6
O43866,3.0,3.0,10.0,8.0,1.0,7.0,,,3.0,,,7
O75711,6.0,15.0,4.0,5.0,8.0,4.0,4.0,4.0,3.0,8.0,,10
P17612,1.0,,,,1.0,,,,,,,2
Q9H3Q1,1.0,,,,1.0,,,,,,,2
Q9UM73,1.0,,2.0,,,,,,,,,2
Q9ULV4,3.0,6.0,4.0,,1.0,1.0,,,,,,5
O43854,2.0,4.0,6.0,2.0,,1.0,,,,,,5
O43852,4.0,6.0,5.0,2.0,3.0,,,,,,,5
Q9H1Z8,9.0,13.0,3.0,,8.0,9.0,2.0,,2.0,,,7
Q9UKA4,3.0,5.0,,2.0,1.0,,1.0,,,,,5
Q6IAA8,2.0,,3.0,,,,,,,,,2
Q5CZC0,1.0,2.0,,,1.0,,3.0,,,,,4
Q9H3S1,4.0,8.0,12.0,4.0,2.0,2.0,,,,,,6
Q9H3S3,3.0,3.0,4.0,5.0,1.0,,,,,,,5
A6NKH3,1.0,,,,,,,,,,,1
Q9H3T2,5.0,4.0,9.0,3.0,,4.0,,,,,,5
Q9H3T3,6.0,7.0,8.0,6.0,,,,,,,,4
Q16819,2.0,,,1.0,,,,,,,,2
O43827,5.0,8.0,6.0,11.0,5.0,7.0,,,,,,6
O43826,1.0,,,,,,,,,,,1
Q06323,8.0,5.0,2.0,,4.0,1.0,,,,,,5
Q5VX71,1.0,,2.0,1.0,,,,,,,,3
Q9H467,1.0,,4.0,,,,,,,,,2
Q96HN2,2.0,,,2.0,1.0,,,,,,,3
Q9H1U4,7.0,7.0,9.0,10.0,6.0,4.0,,2.0,,,,7
P12081,1.0,3.0,,,,,,,,,,2
Q96JQ0,17.0,23.0,13.0,9.0,5.0,,1.0,,,,,6
P09012,4.0,4.0,,,,,,,,,,2
Q9H251,2.0,4.0,13.0,7.0,1.0,,,,,,,5
Q9H246,2.0,4.0,,,2.0,,,,,,,3
Q9H239,3.0,2.0,,,2.0,,,,,,,3
Q5VWQ0,1.0,,,,,,,,,,,1
Q8N2G4,2.0,2.0,2.0,6.0,1.0,1.0,,,,,,6
Q6XQN6,1.0,,,,,,,,,,,1
P12034,1.0,,,,1.0,,,,,,,2
Q16586,1.0,,,,1.0,,,,,,,2
Q9UJU6,9.0,7.0,,,2.0,,,,,,,3
Q16799,11.0,9.0,3.0,3.0,7.0,1.0,1.0,,,,,7
P07360,12.0,10.0,10.0,13.0,9.0,17.0,3.0,9.0,7.0,14.0,,10
Q9NPA0,3.0,,,,1.0,,,,,,,2
Q9UK58,1.0,,,,,,,,,,,1
P07358,22.0,29.0,30.0,32.0,15.0,34.0,5.0,6.0,10.0,16.0,,10
Q9UK55,4.0,4.0,13.0,15.0,2.0,5.0,,,2.0,,,7
P07355,11.0,9.0,12.0,6.0,3.0,2.0,,,,,,6
P27816,11.0,16.0,3.0,1.0,3.0,,,,,,,5
Q96HF1,2.0,2.0,4.0,3.0,1.0,,,,,,,5
Q16555,11.0,11.0,10.0,,7.0,5.0,,,,,,5
Q9NPC4,2.0,,5.0,1.0,,,,,,,,3
P07339,18.0,24.0,25.0,36.0,14.0,48.0,11.0,15.0,12.0,30.0,4.0,11
Q9H4A4,1.0,5.0,9.0,2.0,,,,,,,,4
P07333,6.0,7.0,11.0,24.0,5.0,21.0,1.0,6.0,6.0,6.0,,10
Q16543,4.0,4.0,,,1.0,,,,,,,3
Q96HD1,10.0,15.0,11.0,9.0,6.0,5.0,1.0,,,,,7
Q9NPD7,4.0,3.0,4.0,6.0,4.0,4.0,2.0,2.0,3.0,4.0,,10
P42785,8.0,10.0,18.0,14.0,7.0,19.0,3.0,,4.0,12.0,,9
Q9UK28,7.0,5.0,5.0,6.0,6.0,,1.0,,,,,6
Q9UK23,5.0,8.0,6.0,5.0,2.0,1.0,,,,,,6
Q9UJQ1,3.0,3.0,3.0,4.0,2.0,,,,,,,5
Q16531,3.0,5.0,15.0,9.0,1.0,3.0,,,,,,6
Q96HC4,6.0,9.0,3.0,4.0,2.0,,,,,,,5
Q9UK17,1.0,,,,,,,,,,,1
A8MTW9,2.0,2.0,,,3.0,,,,,,,3
O60476,3.0,10.0,12.0,15.0,2.0,8.0,1.0,,,,,7
P42768,3.0,2.0,,,,,,,,,,2
Q9H4D0,19.0,19.0,17.0,18.0,12.0,,1.0,4.0,,6.0,,8
P07307,3.0,3.0,3.0,6.0,3.0,,,,,,,5
P07305,3.0,4.0,,,1.0,,,,,,,3
Q9NPG1,1.0,,2.0,2.0,1.0,1.0,,,,,,5
Q9H4E7,1.0,,,,1.0,,,,,,,2
Q9NPH3,8.0,10.0,9.0,8.0,3.0,5.0,,,,,,6
Q96JG9,1.0,2.0,,,,,,,,,,2
Q9H4F8,16.0,17.0,9.0,7.0,10.0,2.0,3.0,,,,,7
Q9H4G0,3.0,,,,,,,,,,,1
