Supplementary Table 6. Platform Overlap with SomaScan, Olink, and MS Depleted Plasma;;;;;;;;;;;
"Plasma was depleted of the top 14 most highly abundant proteins prior to MS analysis.  The columns labeled by column letter(s) (gold header) have 1's representing unique presence in that column or columns.  Therefore, a gene product that is only present in column B will count as a 1 in the gold ""Column B"" column, but a gene product present in column B and another column will be counted in a separate column relating to the appropriate Venn category.";;;;;;;;;;;
;;;;;;;;;;;
;;;;4662;106;314;737;678;20;277;Total Counts
Gene Symbol;SomaScan.plasma;Olink.plasma;MS.plasma.Depleted;Column B;Column C;Column D;BC;BD;CD;BCD;
CD1A;1;0;0;1;0;0;0;0;0;0;
HABP4;1;0;0;1;0;0;0;0;0;0;
PILRA;1;1;0;0;0;0;1;0;0;0;
TOMM20L;1;0;0;1;0;0;0;0;0;0;
SMPD1;1;1;0;0;0;0;1;0;0;0;
FBLN1;1;0;1;0;0;0;0;1;0;0;
VSIG10;1;0;0;1;0;0;0;0;0;0;
LINGO3;1;0;0;1;0;0;0;0;0;0;
EFCAB14;1;0;0;1;0;0;0;0;0;0;
B4GALT6;1;0;0;1;0;0;0;0;0;0;
HHIP;1;0;0;1;0;0;0;0;0;0;
A4GNT;1;0;0;1;0;0;0;0;0;0;
GCNT4;1;0;0;1;0;0;0;0;0;0;
SIGLEC15;1;0;0;1;0;0;0;0;0;0;
BTNL3;1;0;0;1;0;0;0;0;0;0;
EBI3;1;0;0;1;0;0;0;0;0;0;
HNRNPDL;1;0;0;1;0;0;0;0;0;0;
PLXNB2;1;1;1;0;0;0;0;0;0;1;
PPP4R3A;1;0;0;1;0;0;0;0;0;0;
SPAST;1;0;0;1;0;0;0;0;0;0;
BRAT1;1;0;0;1;0;0;0;0;0;0;
FAM163B;1;0;0;1;0;0;0;0;0;0;
DSC1;1;0;1;0;0;0;0;1;0;0;
C6orf89;1;0;0;1;0;0;0;0;0;0;
MRAP2;1;0;0;1;0;0;0;0;0;0;
LCTL;1;0;0;1;0;0;0;0;0;0;
OSMR;1;1;1;0;0;0;0;0;0;1;
SCGN;1;1;0;0;0;0;1;0;0;0;
TMPRSS11B;1;0;0;1;0;0;0;0;0;0;
STMN2;1;0;0;1;0;0;0;0;0;0;
ASPRV1;1;0;0;1;0;0;0;0;0;0;
STX8;1;1;0;0;0;0;1;0;0;0;
NTM;1;0;1;0;0;0;0;1;0;0;
GALNT13;1;0;0;1;0;0;0;0;0;0;
CEACAM4;1;0;0;1;0;0;0;0;0;0;
PLA2R1;1;0;0;1;0;0;0;0;0;0;
GNGT2;1;0;0;1;0;0;0;0;0;0;
CYB5D2;1;0;0;1;0;0;0;0;0;0;
CALN1;1;0;0;1;0;0;0;0;0;0;
CD58;1;1;1;0;0;0;0;0;0;1;
PLEKHA4;1;0;0;1;0;0;0;0;0;0;
SRL;1;0;0;1;0;0;0;0;0;0;
STX6;1;1;0;0;0;0;1;0;0;0;
PLD3;1;0;0;1;0;0;0;0;0;0;
RPLP2;1;0;0;1;0;0;0;0;0;0;
CLEC2A;1;0;0;1;0;0;0;0;0;0;
CLEC10A;1;1;0;0;0;0;1;0;0;0;
GCSH;1;0;0;1;0;0;0;0;0;0;
BET1L;1;0;0;1;0;0;0;0;0;0;
PLAAT4;1;0;0;1;0;0;0;0;0;0;
AHSG;1;0;1;0;0;0;0;1;0;0;
PRL;1;0;0;1;0;0;0;0;0;0;
ART3;1;0;1;0;0;0;0;1;0;0;
SPINK7;1;0;0;1;0;0;0;0;0;0;
MUCL1;1;0;1;0;0;0;0;1;0;0;
UCMA;1;0;0;1;0;0;0;0;0;0;
GH2;1;1;0;0;0;0;1;0;0;0;
ACHE;1;0;0;1;0;0;0;0;0;0;
NRG3;1;0;0;1;0;0;0;0;0;0;
LRRK2;1;0;0;1;0;0;0;0;0;0;
BGLAP;1;0;1;0;0;0;0;1;0;0;
IL5;1;0;0;1;0;0;0;0;0;0;
GPD1;1;0;0;1;0;0;0;0;0;0;
IGHA1;1;0;1;0;0;0;0;1;0;0;
CLC;1;0;0;1;0;0;0;0;0;0;
N6AMT1;1;0;0;1;0;0;0;0;0;0;
PDXK;1;0;0;1;0;0;0;0;0;0;
TLR4;1;0;0;1;0;0;0;0;0;0;
REG4;1;1;0;0;0;0;1;0;0;0;
HSPB1;1;1;1;0;0;0;0;0;0;1;
CHI3L1;1;1;1;0;0;0;0;0;0;1;
ENO1;1;0;1;0;0;0;0;1;0;0;
TENM3;1;0;0;1;0;0;0;0;0;0;
SVEP1;1;0;1;0;0;0;0;1;0;0;
TMEM119;1;0;0;1;0;0;0;0;0;0;
TMEM167A;1;0;0;1;0;0;0;0;0;0;
C11orf87;1;0;0;1;0;0;0;0;0;0;
SPATA20;1;0;0;1;0;0;0;0;0;0;
RAB17;1;0;0;1;0;0;0;0;0;0;
NAT14;1;0;0;1;0;0;0;0;0;0;
VWC2;1;1;0;0;0;0;1;0;0;0;
SPG21;1;0;0;1;0;0;0;0;0;0;
TRIO;1;0;0;1;0;0;0;0;0;0;
TMEM132C;1;0;1;0;0;0;0;1;0;0;
BMP15;1;0;0;1;0;0;0;0;0;0;
CACNB4;1;0;0;1;0;0;0;0;0;0;
MTRF1L;1;0;0;1;0;0;0;0;0;0;
MRPL55;1;0;0;1;0;0;0;0;0;0;
RUNX3;1;0;0;1;0;0;0;0;0;0;
COL1A1;1;1;1;0;0;0;0;0;0;1;
ANGPTL1;1;1;0;0;0;0;1;0;0;0;
DEFB116;1;0;0;1;0;0;0;0;0;0;
KIAA1549L;1;0;0;1;0;0;0;0;0;0;
TBX22;1;0;0;1;0;0;0;0;0;0;
TREML1;1;0;1;0;0;0;0;1;0;0;
TLR1;1;0;0;1;0;0;0;0;0;0;
