Protein IDs;Gene name;Protein name;Unique peptides K1.1;Unique peptides K1.2;Unique peptides K1.3;Unique peptides K2.1;Unique peptides K2.2;Unique peptides K2.3;Unique peptides K5.1;Unique peptides K5.2;Unique peptides K5.3;Unique peptides K8.1;Unique peptides K8.2;Unique peptides K8.3;Unique peptides K13.1;Unique peptides K13.2;Unique peptides K13.3;Unique peptides K14.1;Unique peptides K14.2;Unique peptides K14.3;Unique peptides K26.1;Unique peptides K26.2;Unique peptides K26.3;Unique peptides K33.1;Unique peptides K33.2;Unique peptides K33.3;Unique peptides K36.1;Unique peptides K36.2;Unique peptides K36.3;Unique peptides K38.1;Unique peptides K38.2;Unique peptides K38.3;Unique peptides K39.1;Unique peptides K39.2;Unique peptides K39.3;Unique peptides K40.1;Unique peptides K40.2;Unique peptides K40.3;LFQ intensity K1.1;LFQ intensity K1.2;LFQ intensity K1.3;LFQ intensity K2.1;LFQ intensity K2.2;LFQ intensity K2.3;LFQ intensity K5.1;LFQ intensity K5.2;LFQ intensity K5.3;LFQ intensity K8.1;LFQ intensity K8.2;LFQ intensity K8.3;LFQ intensity K13.1;LFQ intensity K13.2;LFQ intensity K13.3;LFQ intensity K14.1;LFQ intensity K14.2;LFQ intensity K14.3;LFQ intensity K26.1;LFQ intensity K26.2;LFQ intensity K26.3;LFQ intensity K33.1;LFQ intensity K33.2;LFQ intensity K33.3;LFQ intensity K36.1;LFQ intensity K36.2;LFQ intensity K36.3;LFQ intensity K38.1;LFQ intensity K38.2;LFQ intensity K38.3;LFQ intensity K39.1;LFQ intensity K39.2;LFQ intensity K39.3;LFQ intensity K40.1;LFQ intensity K40.2;LFQ intensity 40.3
P49908;SELENOP;Selenoprotein P;1;2;2;2;2;2;2;1;1;2;3;2;3;2;2;1;1;1;1;0;1;2;1;2;2;1;2;3;2;1;1;1;3;1;1;1;0;11705000;10907000;13048000;12916000;10069000;10200000;0;0;15942000;12178000;10549000;10464000;14052000;12023000;0;0;0;0;0;0;9752000;0;12577000;10279000;0;9156100;12108000;11164000;0;0;0;9608800;0;0;0
P50895;BCAM;Basal cell adhesion molecule;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2131700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P51693;APLP1;Amyloid-like protein 1;12;14;13;14;14;15;14;14;13;15;14;12;13;14;14;12;10;12;14;14;14;12;14;13;13;12;13;14;13;14;12;11;14;9;9;12;256940000;358070000;311500000;439920000;461060000;359200000;277140000;238220000;284010000;521410000;413310000;269800000;466600000;403610000;325880000;249340000;238310000;268970000;427220000;422860000;411650000;293070000;293100000;238050000;238590000;231690000;280170000;349750000;256310000;318650000;229870000;294190000;269200000;224120000;213120000;231740000
P51884;LUM;Lumican;7;10;9;8;7;8;8;8;8;8;9;8;9;8;8;9;9;9;8;9;9;10;10;8;10;9;8;9;8;8;9;9;10;9;9;9;67903000;87636000;81322000;57227000;60787000;69237000;83956000;73225000;83399000;73675000;68468000;65672000;71505000;73904000;80311000;82790000;78250000;81811000;75180000;87813000;85376000;100310000;111070000;90163000;106200000;99195000;91088000;70504000;68107000;57251000;99661000;93869000;107190000;110590000;120270000;99218000
P51888;PRELP;Prolargin;2;3;2;3;2;2;4;2;3;3;3;1;3;3;3;3;2;2;1;1;3;3;2;1;4;3;2;2;1;4;2;3;2;1;2;3;3699300;3967000;3588200;2941700;0;2696800;7299300;6195500;5084000;3366000;3096500;0;4439400;3536100;4120200;4161800;3030400;2686800;0;0;5182700;4459700;3122400;0;5918900;5305600;6588900;5077800;0;4612700;3149500;4198400;2427700;0;5232200;5306800
P52797;EFNA3;Ephrin-A3;0;0;0;1;1;1;1;1;0;2;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10580000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P52799;EFNB2;Ephrin-B2;2;3;0;2;2;2;1;0;2;3;3;2;3;3;3;1;2;2;3;2;2;1;3;1;2;2;2;3;2;1;2;0;2;1;2;2;4517600;3368400;0;3967900;3371000;6426000;0;0;3447600;4907100;3841700;6731000;4963200;4727800;4123500;0;4646800;3744600;3884100;5967700;6019800;0;3474900;0;3554000;4360800;4846800;4644000;3531200;0;4598000;0;2893800;0;6213500;4361900
P52803;EFNA5;Ephrin-A5;0;0;0;1;0;1;1;0;0;2;1;1;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4507700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P53634;CTSC;Dipeptidyl peptidase 1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;3;2;0;0;0;1;1;1;0;0;1;0;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4948800;0;0;0;0;0;0;0;0;0;0;0;2925100;0;0;0;0
P54289;CACNA2D1;Voltage-dependent calcium channel subunit alpha-2/delta-1;12;18;13;19;19;18;15;11;14;23;22;18;17;16;18;14;15;15;21;17;17;16;16;15;13;15;15;20;16;16;11;12;11;13;8;16;74038000;62913000;67971000;121450000;102160000;108700000;77067000;97227000;68291000;132800000;112390000;129300000;73955000;87048000;74586000;61794000;60532000;53744000;104620000;104680000;107280000;68415000;55558000;71514000;49594000;69246000;64811000;79559000;110240000;80589000;64281000;47826000;45775000;46315000;38505000;69268000
P54764;EPHA4;Ephrin type-A receptor 4;9;9;9;10;10;8;8;8;7;10;9;8;10;9;9;5;9;5;9;10;10;9;7;9;6;6;8;9;9;9;7;6;8;4;6;6;49184000;39854000;37711000;61722000;49540000;48009000;44459000;47939000;37101000;63722000;68518000;70720000;76089000;59094000;60303000;34362000;31475000;33206000;61133000;59499000;49538000;47382000;43454000;42094000;35268000;35699000;32735000;51080000;56058000;44692000;50762000;42897000;41897000;29348000;25576000;35708000
P55058;PLTP;Phospholipid transfer protein;5;6;5;5;5;8;8;5;7;6;7;7;8;6;5;6;6;8;7;6;6;6;9;5;9;6;4;8;5;9;6;7;7;7;7;6;53353000;56811000;52111000;53401000;73543000;47354000;65285000;68509000;67309000;58652000;74429000;63888000;45451000;48707000;55338000;63124000;48101000;66505000;58141000;46061000;51209000;63393000;65103000;60095000;71930000;55477000;57775000;54806000;48230000;67540000;54270000;43862000;60540000;59651000;58500000;55490000
P55083;MFAP4;Microfibril-associated glycoprotein 4;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;2;2;3;1;2;1;2;2;2;2;2;2;2;1;2;1;2;2;4171000;13133000;10375000;5209500;6167500;40067000;10508000;0;11500000;17426000;4093100;8334700;15877000;9899200;8347300;7151900;10433000;13211000;23512000;11332000;17693000;0;14716000;0;8716300;14433000;7329200;8761500;17014000;15227000;13639000;0;16085000;0;10376000;14437000
P55268;LAMB2;Laminin subunit beta-2;0;0;0;2;1;0;1;1;0;0;5;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3139400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P55285;CDH6;Cadherin-6;1;1;1;2;2;2;0;0;1;6;3;1;3;3;3;2;1;1;3;2;3;1;2;0;1;0;1;3;2;1;1;1;1;1;1;0;0;0;0;5452900;6532900;4232900;0;0;4760200;7014300;6282000;7841400;5037600;6007700;5226200;4597900;0;0;4497400;4596900;6721600;0;3515600;0;0;0;0;4360800;5107000;0;0;0;0;0;0;0
P55286;CDH8;Cadherin-8;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1518600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P55287;CDH11;Cadherin-11;0;1;0;1;2;0;1;0;0;2;0;0;1;2;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3060200;0;0;0;0;4754100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P55290;CDH13;Cadherin-13;5;4;4;5;5;4;4;5;5;5;5;5;6;6;6;5;4;5;5;6;4;4;5;5;5;5;5;6;6;5;5;5;5;4;5;5;64656000;75148000;72056000;122030000;108290000;102530000;75678000;79369000;100370000;166440000;119380000;110830000;123450000;118230000;96268000;48797000;48927000;50040000;134400000;112990000;113390000;69885000;63192000;62518000;61212000;66854000;86346000;77070000;79754000;74037000;60788000;57369000;59921000;41476000;36900000;66870000
P55291;CDH15;Cadherin-15;0;0;2;1;1;1;1;0;0;4;4;0;2;2;5;0;1;2;0;2;2;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4744000;5395700;0;0;5259000;5933800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P55786;NPEPPS;Puromycin-sensitive aminopeptidase;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;12094000;0;0;0;0;0;0;0;0;16218000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P60174;TPI1;Triosephosphate isomerase;4;4;4;6;5;5;6;5;4;7;6;5;6;5;5;5;4;3;7;7;7;3;3;3;4;6;4;7;6;7;4;4;1;2;2;6;14446000;23870000;20449000;28823000;28934000;34756000;26472000;16134000;19057000;45079000;40476000;48211000;30521000;26808000;19947000;33319000;29530000;27613000;41335000;43958000;39408000;18140000;17072000;16446000;41758000;32373000;21031000;26007000;32383000;33531000;17649000;23803000;0;10259000;21331000;32381000
P61626;LYZ;Lysozyme C;2;1;1;2;2;1;1;1;1;2;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;58632000;0;0;53776000;21474000;0;0;0;0;37984000;0;0;26687000;0;0;0;34487000;0;0;48883000;35059000;0;0;0;0;0;0;51897000;31882000;0;0;74437000;0;0;0;0
P61769;B2M;Beta-2-microglobulin;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;3;3;3;2;3;2;2;2;2;2;3;2;2;2;3;2;3;2;2;3;3;212030000;299710000;185570000;185570000;321850000;427800000;341340000;161660000;332180000;300830000;196480000;81167000;912610000;387630000;611130000;275680000;300010000;641150000;519780000;382680000;438400000;272650000;548390000;364370000;349990000;284520000;315900000;486010000;593790000;497910000;211130000;435520000;490980000;317140000;337550000;284590000
P61916;NPC2;Epididymal secretory protein E1;2;2;2;2;3;2;3;3;2;2;2;3;3;2;2;2;3;3;2;3;2;2;3;2;2;3;2;2;2;3;2;2;2;2;2;3;111140000;171330000;135920000;119480000;94206000;125120000;175830000;102580000;127510000;199270000;127950000;132120000;203400000;167620000;169590000;125730000;117150000;178560000;146270000;226160000;209190000;128690000;147610000;85928000;156340000;165690000;118520000;170630000;126120000;138830000;142430000;96637000;98622000;105570000;98428000;165730000
P62158;;Calmodulin;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;9578300;7843600;8672100;10915000;11489000;10532000;11635000;13237000;12839000;14535000;15154000;17522000;12667000;12951000;11858000;9702600;10772000;7773200;16317000;11687000;18316000;8782100;0;8329100;7425400;11246000;7715000;8536700;12678000;11348000;12365000;10468000;6969600;0;0;11248000
P62258;YWHAE;14-3-3 protein epsilon;0;1;0;0;0;0;0;0;0;0;1;1;2;2;1;0;0;0;1;1;2;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055300;1329700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1363200;0;0;0;0;0;0
P62987;UBA52;Ubiquitin-60S ribosomal protein L40;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;60121000;67618000;88341000;61581000;72552000;48183000;70859000;64535000;91121000;110850000;74390000;78795000;104830000;148600000;82688000;80853000;53442000;65169000;86713000;93339000;108560000;89682000;84361000;56607000;51041000;34861000;48778000;76148000;94610000;96983000;105270000;84210000;66636000;46052000;54385000;34870000
P63010;AP2B1;AP-2 complex subunit beta;0;0;0;1;1;0;0;0;0;1;1;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3218500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P63104;YWHAZ;14-3-3 protein zeta/delta;0;2;0;0;1;1;2;0;2;3;1;1;1;1;1;2;0;2;1;1;2;0;1;0;1;1;0;3;1;0;1;0;0;1;1;1;0;2263000;0;0;0;0;0;0;3745300;1697800;2198100;0;2510900;0;2136400;2536800;0;2929600;0;2810300;3386400;0;1987100;0;3034800;0;0;2624000;2349600;0;0;0;0;1644700;2148800;0
P68871;HBB;Hemoglobin subunit beta;1;1;2;1;1;1;1;1;2;0;3;3;0;1;1;2;1;1;4;0;2;0;3;1;1;1;2;0;1;1;1;0;7;1;0;1;0;0;14646000;0;0;0;0;0;7964700;0;18953000;16242000;0;0;0;7209400;0;0;52185000;0;11018000;0;7149600;0;0;0;11551000;0;0;0;0;0;92631000;0;0;0
P69905;"HBA1;";Hemoglobin subunit alpha;0;0;2;0;0;0;0;0;2;0;3;3;0;0;0;2;0;0;4;0;2;0;3;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;8111000;0;0;0;0;0;5180100;0;10013000;8910000;0;0;0;5619800;0;0;23849000;0;6692800;0;7906900;0;0;0;6165200;0;0;0;0;0;28884000;0;0;0
P78324;SIRPA;Tyrosine-protein phosphatase non-receptor type substrate 1;6;7;8;8;7;7;7;6;7;8;8;7;8;8;7;7;6;7;7;7;7;7;7;6;7;7;6;7;7;7;7;7;7;7;7;7;105670000;103250000;137230000;88224000;100900000;98056000;122890000;123350000;135680000;194610000;150320000;150310000;110600000;111060000;104310000;96310000;61475000;75001000;105740000;106500000;111640000;81718000;74861000;68458000;61298000;66567000;61870000;91914000;101850000;99685000;103880000;92162000;88080000;90417000;86184000;66583000
P78509;RELN;Reelin;20;24;18;29;31;26;23;19;16;32;34;27;26;23;23;26;24;24;23;21;22;19;24;20;18;17;15;26;25;30;12;13;13;23;17;17;106720000;93718000;74382000;217880000;207920000;188320000;107210000;122270000;90802000;215410000;223760000;176380000;122860000;115080000;116490000;152670000;129840000;124770000;102650000;107260000;111130000;96123000;86284000;91371000;75605000;69721000;95919000;146610000;165950000;154190000;71913000;61873000;61666000;113480000;84589000;69738000
P80108;GPLD1;Phosphatidylinositol-glycan-specific phospholipase D;1;2;1;1;1;0;1;1;0;3;1;1;2;0;1;3;1;2;0;0;0;2;2;0;1;0;2;1;0;1;0;0;0;1;1;0;0;2189300;0;0;0;0;0;0;0;2302800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1609000;0;0;0;0;0;0;0;0;0
P80723;BASP1;Brain acid soluble protein 1;2;1;2;2;2;1;1;1;2;2;2;2;1;2;2;0;2;1;3;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;11222000;0;15600000;18117000;10512000;0;0;0;12394000;16880000;14159000;17119000;0;18884000;16314000;0;10823000;0;16521000;14700000;0;11486000;0;0;0;0;0;0;16644000;13992000;14393000;10926000;10867000;6113900;0;0
P80748;IGLV3-21;Ig lambda chain V-III region LOI;1;1;2;2;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;2;0;0;33431000;44095000;0;0;0;0;25599000;0;0;0;28395000;32700000;47562000;51937000;49036000;37776000;44901000;0;39633000;0;0;0;88911000;60296000;60752000;0;0;36803000;45818000;47862000;41174000;0;0;60306000
P98095;FBLN2;Fibulin-2;3;3;2;4;4;8;2;3;3;9;8;7;7;6;5;3;5;6;10;4;7;2;4;1;3;4;1;6;6;5;2;5;4;4;5;4;9030000;9058200;8287700;9789700;11018000;15825000;9315600;8843500;8941600;18627000;15058000;16085000;13578000;11093000;10730000;11834000;10853000;9427700;15751000;11910000;17515000;9056200;7369700;0;8383600;7861600;0;11414000;12120000;10613000;5840500;7026800;7459200;10459000;10721000;7863400
P98153;DGCR2;Integral membrane protein DGCR2/IDD;0;0;0;2;1;0;0;1;0;2;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2473000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P98160;HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein;14;16;13;22;18;17;24;18;16;26;21;15;24;20;22;14;12;11;23;16;17;13;10;13;18;14;18;26;25;25;14;14;13;11;15;14;51757000;49477000;51731000;54381000;49836000;48534000;54150000;65396000;58405000;56529000;54162000;47492000;58426000;59601000;59334000;38349000;42492000;38787000;54258000;54395000;62431000;44940000;39971000;44163000;54106000;54253000;59990000;54724000;69829000;61724000;52781000;58233000;45003000;41614000;44347000;54265000
P98172;EFNB1;Ephrin-B1;0;1;1;1;1;1;0;0;0;1;1;1;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3578300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P99999;CYCS;Cytochrome c;1;2;1;1;0;0;1;0;2;2;1;0;2;2;2;1;1;2;0;2;2;2;2;1;1;0;0;1;1;2;1;1;1;1;0;0;0;7633300;0;0;0;0;0;0;7615100;13618000;0;0;11323000;12133000;11619000;0;0;8135900;0;10179000;12061000;7969800;6307200;0;0;0;0;0;0;8977700;0;0;0;0;0;0
Q01459;CTBS;Di-N-acetylchitobiase;2;2;1;2;2;2;1;1;2;3;2;2;1;2;1;1;2;1;2;3;2;2;1;2;2;2;2;3;2;3;1;1;1;2;1;2;7119400;3968900;0;6232500;6191900;6270600;0;0;4591300;5752900;7007300;5730500;0;5022900;0;0;4422000;0;5769400;6907900;5768500;4207100;0;5605400;4334300;4955000;5660100;4106600;6884600;4705400;0;0;0;5182900;0;4956200
Q01995;TAGLN;Transgelin;1;0;0;0;1;0;1;2;2;0;1;0;1;1;1;1;1;2;1;1;1;1;0;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;2255900;0;0;0;0;0;0;0;0;0;1247600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q02246;CNTN2;Contactin-2;15;22;16;17;16;15;19;14;20;26;21;19;23;21;23;19;22;18;25;22;22;22;23;16;19;21;17;26;19;20;15;22;20;23;19;21;116110000;109480000;107060000;109130000;120310000;87070000;97909000;104240000;86864000;145710000;134540000;138930000;135980000;146850000;139410000;106810000;109520000;98452000;128580000;130350000;123040000;111540000;100200000;106920000;94105000;102800000;116490000;103810000;112180000;116840000;101740000;98747000;80912000;122070000;97137000;102820000
Q02487;DSC2;Desmocollin-2;0;0;0;0;1;0;1;2;0;1;2;1;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3987900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q02809;PLOD1;Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1850400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q02818;NUCB1;Nucleobindin-1;4;4;2;5;5;4;5;5;5;6;5;4;6;5;5;4;3;6;5;5;5;7;6;5;7;3;4;5;6;6;3;6;6;5;5;3;15246000;14816000;13317000;18516000;14884000;14361000;19239000;21569000;17509000;20103000;20499000;17840000;17776000;16318000;15050000;11901000;13034000;10954000;18708000;16190000;16040000;16160000;14897000;16455000;19404000;16709000;19275000;19596000;21220000;19899000;12476000;12641000;11135000;15731000;14408000;16713000
Q03167;TGFBR3;Transforming growth factor beta receptor type 3;1;2;1;1;3;2;2;0;1;3;2;0;2;1;1;2;2;2;2;1;1;1;3;0;3;2;1;1;2;1;0;2;2;1;2;2;0;2987700;0;0;2064200;2843800;1877400;0;0;2442900;0;0;1956800;0;0;1634700;1968200;2129900;1805100;0;0;0;1777400;0;1759200;2014200;0;0;0;0;0;1645600;1186700;0;1987200;2014700
Q03591;CFHR1;Complement factor H-related protein 1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;22005000;20185000;17090000;0;18907000;0;17242000;15409000;17917000;0;13667000;13733000;0;12451000;0;14724000;0;11808000;27755000;21505000;32930000;11431000;11525000;11690000;5951000;0;0;16075000;15724000;18707000;0;0;11528000
Q04756;HGFAC;Hepatocyte growth factor activator;3;2;2;0;1;1;3;1;3;0;0;1;2;0;3;4;5;4;3;2;1;3;4;3;3;2;2;3;2;2;3;2;3;3;3;2;7696700;4644200;6905500;0;0;0;6533100;0;5988200;0;0;0;4363500;0;4833100;15256000;8657800;9458500;4876100;3622200;0;7355300;7594600;6986000;6651400;3663200;5355600;5186000;4259400;4079200;7276900;6712100;7192800;9779200;8393000;3664100
Q06033;ITIH3;Inter-alpha-trypsin inhibitor heavy chain H3;0;1;1;0;1;2;0;0;0;1;0;2;0;0;2;2;0;4;1;0;1;2;1;0;0;1;1;2;1;1;2;1;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;4918900;0;0;3099100;3185700;0;4329300;0;0;0;0;0;0;0;0;0;2994700;0;0;0;0;3780100;4618700;6075600;0
Q06481;APLP2;Amyloid-like protein 2;1;5;4;16;13;11;6;4;4;14;14;9;9;5;6;4;6;4;9;8;8;5;6;5;3;5;3;9;6;11;3;4;2;4;3;5;0;14710000;11900000;74936000;58312000;36760000;18203000;17987000;15336000;73152000;81496000;63338000;25989000;22130000;14491000;16648000;17824000;14661000;28259000;22225000;24504000;20828000;16742000;18410000;3631100;11248000;10862000;29435000;29704000;27970000;11886000;12984000;11859000;16184000;11377000;11250000
Q06828;FMOD;Fibromodulin;1;2;1;2;1;0;2;1;2;2;1;0;0;1;0;0;1;0;0;0;2;2;2;1;1;3;1;2;1;1;0;0;1;0;0;3;0;0;0;10654000;0;0;0;0;0;7997600;0;0;0;0;0;0;0;0;0;0;6871400;10275000;0;0;0;8109000;0;0;0;0;0;0;0;0;0;8110900
Q06830;PRDX1;Peroxiredoxin-1;0;0;0;1;1;0;2;1;1;2;1;1;2;1;0;0;1;1;1;2;1;0;0;0;0;1;0;2;1;1;0;1;0;1;1;1;0;0;0;0;0;0;2347300;0;0;3191700;0;0;2581800;0;0;0;0;0;0;2259800;0;0;0;0;0;0;0;2588100;0;0;0;0;0;0;0;0
Q07954;LRP1;Prolow-density lipoprotein receptor-related protein 1;1;3;0;7;7;8;3;1;3;8;9;8;6;2;3;1;3;2;3;2;0;2;2;1;3;2;2;4;4;4;2;1;2;4;1;2;0;3475800;0;6769600;6422800;6446000;2821100;0;4816200;10068000;18458000;6484600;4346400;3025100;2170900;0;3353200;1379900;2428700;1778200;0;3109100;1827300;0;3665200;2705000;0;4025300;4969800;4436400;2209800;0;2320300;3801000;0;2705600
Q08174;PCDH1;Protocadherin-1;1;3;0;4;3;2;1;4;2;5;3;5;3;3;3;0;1;2;4;3;2;3;2;1;0;3;2;3;3;2;0;3;2;2;0;3;0;4328400;0;7299400;6690900;4575900;0;5794700;3302500;5873400;7157600;4831900;6864000;6145000;5120500;0;0;2726900;6629100;6520700;5708600;4767100;4248900;0;0;4016800;3730500;3853900;4432300;3571100;0;3904500;4514500;3350900;0;4017700
Q08345;DDR1;Epithelial discoidin domain-containing receptor 1;1;1;1;5;4;3;2;2;0;3;4;3;0;2;1;2;3;1;3;2;2;0;0;0;3;4;4;2;1;2;0;0;0;4;3;4;0;0;0;7199600;7549900;5566200;4991800;5018700;0;7219600;5745900;6468600;0;0;0;3406200;4351500;0;4154500;4834100;13903000;0;0;0;5755200;5683900;6387100;3120100;0;4419400;0;0;0;5462000;4374900;5685300
Q08380;LGALS3BP;Galectin-3-binding protein;10;8;12;11;10;10;10;11;11;11;12;11;12;11;12;11;10;9;11;10;12;12;10;11;10;10;10;12;12;12;12;10;10;10;9;10;246830000;217240000;205310000;191360000;192380000;283980000;290580000;275640000;218110000;233760000;209430000;232740000;222360000;218180000;219560000;236730000;261670000;238700000;271180000;241890000;232170000;228070000;212630000;239170000;232530000;301060000;272960000;234020000;249630000;220490000;250300000;216570000;214790000;227690000;216900000;301130000
Q08431;MFGE8;Lactadherin;1;2;0;5;4;2;1;0;1;5;4;2;4;3;4;2;1;2;3;2;4;1;2;0;2;2;1;5;4;4;2;2;2;0;0;2;0;2675000;0;3323500;4476000;3686400;0;0;0;5896400;5336300;3758300;3957600;4732200;5350200;7836500;0;2947400;5072600;4043300;3896000;0;1645500;0;2124600;1909100;0;4802500;5856400;4161800;4155700;2600900;5570800;0;0;1909600
Q08554;DSC1;Desmocollin-1;0;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3705200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q08629;SPOCK1;Testican-1;2;3;2;6;7;5;4;6;6;7;7;5;8;5;6;4;4;5;6;4;6;4;6;3;5;6;5;6;5;5;4;4;2;4;4;6;17197000;15663000;14497000;31836000;30262000;22889000;23014000;32991000;28850000;30584000;29464000;26230000;39377000;33677000;32357000;34831000;21125000;18044000;22148000;27675000;28923000;27691000;16220000;24303000;19154000;23295000;17887000;31978000;30907000;26326000;19507000;25737000;25777000;20620000;13534000;23300000
Q0P6D2;FAM69C;Protein FAM69C;0;0;0;0;1;0;0;0;0;2;1;0;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1998500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q10471;GALNT2;Polypeptide N-acetylgalactosaminyltransferase 2;0;1;1;1;1;2;1;1;3;1;2;1;3;3;2;2;1;2;2;2;0;2;1;1;0;2;0;2;1;2;0;2;0;1;1;2;0;0;0;0;0;2340200;0;0;1939400;0;1719200;0;1999900;2206900;1784500;1899800;0;1690500;2314100;2425300;0;1673600;0;0;0;2304300;0;2088800;0;1766200;0;1941500;0;0;0;2304900
Q12805;EFEMP1;EGF-containing fibulin-like extracellular matrix protein 1;11;11;11;13;12;12;11;10;10;11;11;11;11;9;10;10;12;10;11;11;11;11;11;10;11;10;10;11;11;11;10;11;11;11;11;10;581930000;575680000;504370000;551840000;535450000;488470000;501760000;453670000;506130000;575470000;525260000;501070000;630690000;598980000;574330000;480070000;415510000;432490000;518650000;527160000;610790000;511380000;437950000;469600000;488470000;402850000;467030000;520190000;505320000;542060000;563140000;566460000;587000000;428180000;387940000;402950000
