From	Entry
ENSP00000257915	Q12800
ENSP00000277120	Q16620
ENSP00000381581	P13796
ENSP00000361021	P60484
ENSP00000449784	F8VWT9
ENSP00000477776	P0DMP2
ENSP00000251157	Q96N67
ENSP00000228938	P08493
ENSP00000422533	Q9HAR2
ENSP00000412698	Q96T76
ENSP00000270233	P50895
ENSP00000362063	P33240
ENSP00000433352	A0A0A0MTE2
ENSP00000414856	Q14515
ENSP00000326342	Q8IZ81
ENSP00000360683	P18031
ENSP00000253925	Q13136
ENSP00000389140	P43146
ENSP00000361207	Q9H3K2
ENSP00000356480	Q99496
ENSP00000263346	Q9BQ70
ENSP00000451648	Q9Y4C0
ENSP00000288050	Q8NCN5
ENSP00000351035	Q8NBQ5
ENSP00000346148	Q13131
ENSP00000292672	Q8N6W0
ENSP00000316032	P52948
ENSP00000448012	O15078
ENSP00000418008	P82650
ENSP00000320508	Q96GF1
ENSP00000330730	Q86WW8
ENSP00000282249	P33402
ENSP00000357484	Q9HD26
ENSP00000430823	Q9Y5V0
ENSP00000309092	Q9Y5P6
ENSP00000292114	Q8N511
ENSP00000225567	O14653
ENSP00000296029	P02776
ENSP00000464522	O14925
ENSP00000210313	Q16401
ENSP00000361980	Q9Y2B9
ENSP00000238647	Q9H1B7
ENSP00000365961	Q9H4M3
ENSP00000377055	P42785
ENSP00000307513	Q9UBG0
ENSP00000387362	Q14139
ENSP00000295119	Q8NFH5
ENSP00000006777	Q6NTF9
ENSP00000278840	O95864
ENSP00000288135	P10721
ENSP00000280377	Q9Y4E8
ENSP00000327650	Q9H267
ENSP00000355880	Q969Z3
ENSP00000343325	Q16512
ENSP00000306117	Q9NUU7
ENSP00000376306	O14578
ENSP00000311760	Q8N6N2
ENSP00000444156	Q6NXE6
ENSP00000474135	S4R3C0
ENSP00000483375	Q14376
ENSP00000379156	Q6WCQ1
ENSP00000360593	Q96BR5
ENSP00000369383	P39210
ENSP00000475957	U3KQK5
ENSP00000301021	Q9UL33
ENSP00000037869	Q96C01
ENSP00000258821	Q8N0Z6
ENSP00000420714	O60783
ENSP00000264010	P49711
ENSP00000320949	A5YKK6
ENSP00000360782	Q10713
ENSP00000285518	Q9NUQ2
ENSP00000326603	A6NHR9
ENSP00000381231	P35520
ENSP00000307850	Q14919
ENSP00000380996	Q6NV74
ENSP00000360231	Q12857
ENSP00000339787	O60488
ENSP00000362298	O95470
ENSP00000323678	Q8N4Q0
ENSP00000354560	Q92845
ENSP00000266970	P24941
ENSP00000368237	Q8NHH9
ENSP00000347041	Q06828
ENSP00000346196	P56181
ENSP00000310803	Q587I9
ENSP00000199814	Q9NW64
ENSP00000225729	P55039
ENSP00000470152	Q9Y4J8
ENSP00000370003	O60238
ENSP00000269385	Q9HC52
ENSP00000378854	P78330
ENSP00000348211	Q96AG3
ENSP00000386655	H7BZ11
ENSP00000381097	P54762
ENSP00000252999	O15230
ENSP00000302111	B4DEE8
ENSP00000298492	Q15018
ENSP00000258105	Q96EL3
ENSP00000470252	O00267
ENSP00000343635	Q6P9B6
ENSP00000261396	Q8WUM0
ENSP00000360850	Q9Y399
ENSP00000443204	Q86YS7
ENSP00000363809	Q92504
ENSP00000323635	Q96ND0
ENSP00000379999	O60830
ENSP00000369217	Q9Y4X5
ENSP00000366565	Q9UK41
ENSP00000361009	Q8TCU6
ENSP00000379901	Q9NUM4
ENSP00000263904	O75886
ENSP00000258098	Q9BXF6
ENSP00000372459	O43310
ENSP00000363506	Q9NVA1
ENSP00000298569	Q96A73
ENSP00000308219	J3KNF6
ENSP00000329967	Q9UHD2
ENSP00000257347	Q9HA77
ENSP00000360727	Q3YEC7
ENSP00000326070	Q96GZ6
ENSP00000265371	O14786
ENSP00000253457	O43402
ENSP00000432845	A1L020
ENSP00000406598	Q9NWY4
ENSP00000271715	Q7Z3K3
ENSP00000380466	Q16540
ENSP00000362133	Q6ZSJ8
ENSP00000365536	A6NM71
ENSP00000323782	Q96MW1
ENSP00000310094	Q9UL54
ENSP00000225519	Q9UHJ6
ENSP00000215957	Q8N3F8
ENSP00000321826	Q5T5C0
ENSP00000216468	Q6PL24
ENSP00000361383	Q9BQI0
ENSP00000395249	Q8NC44
ENSP00000290765	P0CG30
ENSP00000217246	A1Z1Q3
ENSP00000394842	P28676
ENSP00000377814	Q8N4P3
ENSP00000381429	Q9UFW8
ENSP00000476603	Q6ZVF9
ENSP00000216160	Q15750
ENSP00000361900	Q15785
ENSP00000289902	P30273
ENSP00000472465	M0R2C6
ENSP00000394869	Q9UI10
ENSP00000274547	P47870
ENSP00000356231	P47224
ENSP00000378782	Q15274
ENSP00000275525	P08833
ENSP00000312356	Q7L0Y3
ENSP00000250237	Q9BXR0
ENSP00000282841	O95749
ENSP00000325958	Q8WUK0
ENSP00000401980	Q7Z434
ENSP00000354669	Q8N5J2
ENSP00000240874	O60229
ENSP00000364000	P05997
ENSP00000229595	Q9Y294
ENSP00000327467	Q9H4I9
ENSP00000264515	Q15291
ENSP00000300456	Q6P1M0
ENSP00000369814	P17516
ENSP00000398596	Q96BW9
ENSP00000253699	Q9H1K0
ENSP00000347464	Q14161
ENSP00000331044	Q8TC29
ENSP00000206020	O75391
ENSP00000378786	P01903
ENSP00000357087	Q9BVJ7
ENSP00000374183	Q5T5Y3
ENSP00000361625	Q86YN1
ENSP00000300060	P15144
ENSP00000288014	Q9BU02
ENSP00000411532	P11388
ENSP00000358464	Q9UQ13
ENSP00000356978	P50336
ENSP00000377390	Q5H9R7
ENSP00000363787	Q06587
ENSP00000357998	Q9UGP8
ENSP00000387219	Q9UMS0
ENSP00000262160	Q15796
ENSP00000360183	O14662
ENSP00000361914	Q9BYC2
ENSP00000323879	Q8NHG8
ENSP00000410815	B4E1Z4
ENSP00000262554	O15269
ENSP00000261839	Q9NQX4
ENSP00000354543	O75157
ENSP00000396452	Q08623
ENSP00000158166	Q8N5S9
ENSP00000358765	Q13641
ENSP00000280756	Q8WUH6
ENSP00000383274	A0A0A0MSA7
ENSP00000312599	Q9BUB7
ENSP00000219476	P49815
ENSP00000431808	Q9H7C9
ENSP00000377936	Q00005
ENSP00000353518	Q92625
ENSP00000349456	Q96S66
ENSP00000346483	Q96HY6
ENSP00000251643	Q99456
ENSP00000262238	P25490
ENSP00000347852	O94875
ENSP00000367686	Q9P286
ENSP00000254508	Q8TEM1
ENSP00000357904	Q96S90
ENSP00000307911	Q9Y4C5
ENSP00000327545	O95502
ENSP00000327545	A0A1X7SBT7
ENSP00000319104	Q7KZ85
ENSP00000259727	P36959
ENSP00000439937	Q9NSC5
ENSP00000360293	Q9BX66
ENSP00000232003	P04196
ENSP00000248450	Q13685
ENSP00000360154	Q01968
ENSP00000231668	Q12981
ENSP00000378152	Q9H8T0
ENSP00000276692	Q6P1N9
ENSP00000267750	Q5J8M3
ENSP00000394560	P45984
ENSP00000408005	Q15599
ENSP00000378464	Q8WVH0
ENSP00000368468	Q96AQ8
ENSP00000374205	Q16650
ENSP00000330289	Q86SZ2
ENSP00000391669	P56945
ENSP00000321271	Q9NR77
ENSP00000315383	Q53RT3
ENSP00000238156	Q53HC0
ENSP00000366280	Q9H0V9
ENSP00000237264	P62380
ENSP00000386660	Q9Y4C1
ENSP00000328694	Q70IA6
ENSP00000292879	Q8WU68
ENSP00000404296	Q9HAU0
ENSP00000398803	Q13630
ENSP00000405890	P40424
ENSP00000376565	Q9BVT8
ENSP00000456405	Q9BVC4
ENSP00000367407	O60551
ENSP00000484669	Q10570
ENSP00000331298	Q8IYN6
ENSP00000425996	E0CX11
ENSP00000265773	P51531
ENSP00000470123	Q8TBC5
ENSP00000426167	Q9NRP0
ENSP00000337053	Q9UBV2
ENSP00000379975	Q13418
ENSP00000299424	Q12962
ENSP00000368982	Q9BVA0
ENSP00000361731	Q9NVG8
ENSP00000231498	O75694
ENSP00000473383	A6NHQ2
ENSP00000301607	Q92817
ENSP00000344819	Q96DZ9
ENSP00000358414	P54868
ENSP00000274311	Q9BRX2
ENSP00000334187	Q5T754
ENSP00000446121	A0A0M3HER1
ENSP00000221561	Q08117
ENSP00000379563	P30536
ENSP00000316476	O15121
ENSP00000371155	Q9BVL2
ENSP00000397552	O96019
ENSP00000382507	Q14CS0
ENSP00000333666	Q9BV57
ENSP00000355572	Q5JTJ3
ENSP00000378400	Q9UHB6
ENSP00000265097	Q96J01
ENSP00000262644	Q9NX62
ENSP00000478417	O75170
ENSP00000363313	O43172
ENSP00000452521	Q147X3
ENSP00000451188	Q9P0R6
ENSP00000296028	P02775
ENSP00000261304	P54803
ENSP00000428564	O95487
ENSP00000481862	Q9P227
ENSP00000405574	Q9BZK7
ENSP00000373420	Q8WXA3
ENSP00000267935	Q9H0A8
ENSP00000276066	Q5JT25
ENSP00000461324	B4DLN1
ENSP00000355050	Q8WYA6
ENSP00000260818	O75165
ENSP00000311083	P61024
ENSP00000403536	Q14353
ENSP00000293350	Q8IZ83
ENSP00000290291	Q9NZT2
ENSP00000419975	Q8IYB4
ENSP00000342962	Q9NRX5
ENSP00000355652	Q7L0Q8
ENSP00000242592	P16219
ENSP00000295797	P41743
ENSP00000366240	Q5VST6
ENSP00000248958	Q9HCN8
ENSP00000261369	Q9Y343
ENSP00000452126	Q96B86
ENSP00000452126	A0A0A0MTQ4
ENSP00000378324	Q8WW22
ENSP00000348772	O00562
ENSP00000386788	Q969T4
ENSP00000400882	Q96L46
ENSP00000262483	Q9BZ71
ENSP00000294383	Q9UPU5
ENSP00000265174	O43252
ENSP00000300650	Q8ND24
ENSP00000318629	Q8NEZ2
ENSP00000418754	Q13308
ENSP00000333982	Q9GZM8
ENSP00000323046	Q9NQT5
ENSP00000457733	Q6NUK1
ENSP00000417480	P49789
ENSP00000394487	Q96M96
ENSP00000301286	Q96Q06
ENSP00000345895	Q9UKX7
ENSP00000362649	Q13547
ENSP00000263934	O60333
ENSP00000298375	Q96JD6
ENSP00000265339	P63146
ENSP00000292363	Q9BV68
ENSP00000320337	P53816
ENSP00000263897	Q9NZ43
ENSP00000285968	Q92621
ENSP00000334003	Q9ULD6
ENSP00000380116	Q2NL68
ENSP00000351338	O43157
ENSP00000220325	Q9H223
ENSP00000315397	Q92665
ENSP00000439170	Q15813
ENSP00000347498	Q96K21
ENSP00000261336	P20742
ENSP00000457243	O60936
ENSP00000354398	Q15438
ENSP00000263991	Q8NDI1
ENSP00000264093	Q16854
ENSP00000364699	O14521
ENSP00000296754	Q9NZ08
ENSP00000456594	H3BS89
ENSP00000359417	Q13613
ENSP00000417078	Q9H2U1
ENSP00000293230	Q8WWM9
ENSP00000305069	Q8IY95
ENSP00000351492	Q9BZL1
ENSP00000322390	Q92913
ENSP00000483491	A0A087X0L7
ENSP00000364219	Q7Z7J9
ENSP00000357320	P51398
ENSP00000264360	Q9P2E7
ENSP00000401112	Q9UPW6
ENSP00000364979	P02462
ENSP00000255136	Q4VXU2
ENSP00000278550	Q6N022
ENSP00000264828	P25940
ENSP00000221086	Q96QG7
ENSP00000227155	P27701
ENSP00000341938	Q8NBJ7
ENSP00000387365	Q13610
ENSP00000244571	Q5JTZ9
ENSP00000362409	Q96TA1
ENSP00000366246	Q9Y625
ENSP00000411471	Q9NUQ8
ENSP00000324122	Q8WWY3
ENSP00000305426	P50607
ENSP00000386458	A0A7N4I394
ENSP00000278903	O14681
ENSP00000336775	O15061
ENSP00000263713	Q9HCM4
ENSP00000367096	Q9HC56
ENSP00000262891	Q96L34
ENSP00000386741	P15882
ENSP00000354061	Q6P3W7
ENSP00000478755	O76054
ENSP00000351664	Q8TDZ2
ENSP00000483408	A0A087X0H9
ENSP00000351342	P54829
ENSP00000359170	Q9BVM2
ENSP00000302647	Q6GYQ0
ENSP00000371070	Q9NTI2
ENSP00000311453	O60658
ENSP00000254722	P36955
ENSP00000357674	O95295
ENSP00000300648	Q92616
ENSP00000316729	Q9H4E5
ENSP00000478290	P0DJJ0
ENSP00000364589	Q13619
ENSP00000358510	Q9BWH2
ENSP00000452007	Q86U28
ENSP00000305255	Q9UNK0
ENSP00000410584	Q9BZC1
ENSP00000205194	Q8WUY8
ENSP00000448062	A6NI47
ENSP00000266041	Q14624
ENSP00000352678	Q8IYB8
ENSP00000285039	Q9ULV0
ENSP00000450853	Q6S5H5
ENSP00000302620	P21549
ENSP00000307369	Q5VZ18
ENSP00000362937	P18754
ENSP00000364320	Q9UKD2
ENSP00000338512	J3KNS1
ENSP00000364639	J3KPD3
ENSP00000260447	P30047
ENSP00000317332	Q96RF0
ENSP00000358149	Q9Y3E2
ENSP00000313921	Q9UJ68
ENSP00000302578	Q96KN1
ENSP00000356405	Q6P1J9
ENSP00000222214	Q92947
ENSP00000436679	Q9UBU9
ENSP00000301585	Q14197
ENSP00000361245	Q5T447
ENSP00000299957	Q6P4E1
ENSP00000264377	O75077
ENSP00000345917	Q9NX58
ENSP00000362085	Q9BUW7
ENSP00000412733	Q96SU4
ENSP00000225719	O75976
ENSP00000342889	P53803
ENSP00000317579	Q96GQ5
ENSP00000331087	Q9Y5U2
ENSP00000446093	Q9BSJ2
ENSP00000297534	Q96HJ9
ENSP00000023939	A0A0A0MQR2
ENSP00000230771	P49590
ENSP00000310332	P0C2W1
ENSP00000376269	Q8NI08
ENSP00000315476	Q9NPD3
ENSP00000287387	Q96HA8
ENSP00000341189	Q05397
ENSP00000400365	P24043
ENSP00000349291	Q66K14
ENSP00000378207	P24588
ENSP00000263960	Q9H8M1
ENSP00000287641	P61278
ENSP00000393097	P14867
ENSP00000428518	O00451
ENSP00000261167	Q9Y2W2
ENSP00000359976	P32929
ENSP00000379133	Q96GX9
ENSP00000368710	P50749
ENSP00000335261	Q9NVH6
ENSP00000378974	P45983
ENSP00000482264	O75907
ENSP00000418910	P62341
ENSP00000451818	P61011
ENSP00000360184	Q9HD45
ENSP00000355632	Q10471
ENSP00000226796	Q9NY12
ENSP00000368100	Q92878
ENSP00000386229	O43566
ENSP00000410862	Q59EK9
ENSP00000251993	Q6ICG6
ENSP00000477706	A6NFI3
ENSP00000347665	P39060
ENSP00000368994	Q17R89
ENSP00000320485	O14497
ENSP00000419235	Q9Y4C2
ENSP00000355110	Q9H4F8
ENSP00000363770	P02747
ENSP00000361616	Q86VU5
ENSP00000349877	Q9HD20
ENSP00000334319	Q9Y6V0
ENSP00000333496	Q9NZV8
ENSP00000484903	A0A087X2D5
ENSP00000378307	Q86U86
ENSP00000258770	Q969Z0
ENSP00000357177	O15085
ENSP00000445829	Q8N1S5
ENSP00000363614	P35914
ENSP00000366923	Q8WX77
ENSP00000428646	Q8TF61
ENSP00000378402	Q96ST3
ENSP00000391601	B4E0T2
ENSP00000361562	X6R8A1
ENSP00000370485	Q8N0W4
ENSP00000011619	Q96S59
ENSP00000308351	Q8NB16
ENSP00000381377	A0A0A6YYH1
ENSP00000360290	P54646
ENSP00000351015	P21359
ENSP00000220592	Q9UKV8
ENSP00000288071	Q9UMR2
ENSP00000169551	Q9BVV7
ENSP00000346437	O95352
ENSP00000449629	Q7Z6G8
ENSP00000444433	O43819
ENSP00000334145	P13726
ENSP00000384400	Q9Y259
ENSP00000311399	O14972
ENSP00000322061	P10643
ENSP00000389009	A5YM72
ENSP00000253048	Q9UPT8
ENSP00000405252	Q9P0M2
ENSP00000475216	Q5T749
ENSP00000325562	Q5TGZ0
ENSP00000350949	Q96IJ6
ENSP00000269491	Q96P63
ENSP00000280154	Q53EL6
ENSP00000319713	Q6RW13
ENSP00000279263	O76062
ENSP00000265748	Q9NQW6
ENSP00000306606	P00325
ENSP00000263277	Q9NZN4
ENSP00000206542	Q9NPF4
ENSP00000341551	Q13485
ENSP00000254480	Q92922
ENSP00000359531	Q00403
ENSP00000417517	H0Y858
ENSP00000386433	Q14966
ENSP00000429015	Q86W74
ENSP00000264606	P56524
ENSP00000417273	P16333
ENSP00000477507	Q9H6W3
ENSP00000358547	Q00013
ENSP00000336752	Q6UN15
ENSP00000357980	Q92743
ENSP00000308236	Q8N668
ENSP00000259335	J3KN16
ENSP00000266546	Q9BQT9
ENSP00000460236	Q9HCB6
ENSP00000266037	Q8IZD9
ENSP00000269980	P12694
ENSP00000264313	Q9P270
ENSP00000264051	Q8N5V2
ENSP00000340900	Q5JRA6
ENSP00000410759	Q9ULK2
ENSP00000362108	P80188
ENSP00000376615	Q86UY8
ENSP00000349860	Q06210
ENSP00000264601	Q9H0T7
ENSP00000226444	P49888
ENSP00000381098	Q9Y3R0
ENSP00000416739	P46063
ENSP00000356940	Q6UVY6
ENSP00000295079	Q8WWC4
ENSP00000368165	A6NFY7
ENSP00000376071	Q6P1L5
ENSP00000347055	P12829
ENSP00000242140	A6NGB9
ENSP00000366326	O76041
ENSP00000379294	Q8WUF8
ENSP00000343412	Q9NXR7
ENSP00000340610	Q6S545
ENSP00000264930	Q9Y666
ENSP00000382274	P69849
ENSP00000229195	Q9NZN8
ENSP00000365198	Q674X7
ENSP00000244061	Q9Y508
ENSP00000364037	Q9NXF1
ENSP00000238256	Q5T1M5
ENSP00000263373	Q9H254
ENSP00000354665	P03923
ENSP00000357986	Q9HB21
ENSP00000373370	Q5D862
ENSP00000414055	Q9NSY0
ENSP00000353575	Q9NR50
ENSP00000262215	Q9Y6D6
ENSP00000318016	Q12768
ENSP00000265564	Q15024
ENSP00000359337	P34903
ENSP00000366997	Q9Y2L1
ENSP00000249647	O00161
ENSP00000276585	Q9Y2Q9
ENSP00000320658	Q9Y2Z4
ENSP00000320188	Q8NAF0
ENSP00000293604	Q5SQH8
ENSP00000221922	Q9Y3X0
ENSP00000357552	O15131
ENSP00000227322	O75312
ENSP00000246166	P49356
ENSP00000252483	Q92692
ENSP00000404923	Q7Z6L1
ENSP00000317904	P13807
ENSP00000204726	Q08378
ENSP00000281172	Q12929
ENSP00000351539	Q99592
ENSP00000315693	Q9Y3D7
ENSP00000458954	Q99567
ENSP00000428056	P27986
ENSP00000362287	Q9H9G7
ENSP00000372191	Q9NTG7
ENSP00000365477	Q567U6
ENSP00000322730	Q9NQX7
ENSP00000265421	P06746
ENSP00000254654	Q9H0C8
ENSP00000360916	P52735
ENSP00000385780	Q9Y6T7
ENSP00000446917	Q8NEU8
ENSP00000369431	Q9H8G2
ENSP00000347184	P42858
ENSP00000257974	Q9NSB4
ENSP00000326693	Q86VD7
ENSP00000328187	O94952
ENSP00000258145	P15586
ENSP00000277165	Q9NZB2
ENSP00000356030	B1AP13
ENSP00000328088	Q96IZ0
ENSP00000477502	Q5JPE7
ENSP00000417602	Q9HD33
ENSP00000302621	P02750
ENSP00000435460	O00214
ENSP00000379047	Q96ER9
ENSP00000331682	Q53GT1
ENSP00000353791	P48067
ENSP00000439856	Q8IWX8
ENSP00000427123	Q9P0K7
ENSP00000323065	Q8TAE8
ENSP00000315791	Q12996
ENSP00000306320	Q9BXV9
ENSP00000380702	Q99417
ENSP00000385477	D3DX19
ENSP00000287667	Q15155
ENSP00000370150	Q96S55
ENSP00000312942	Q53EL9
ENSP00000430493	Q9UFF9
ENSP00000238823	Q8NCA5
ENSP00000262291	Q96GC9
ENSP00000429430	Q9NT68
ENSP00000233596	Q96HR9
ENSP00000260970	Q13427
ENSP00000340510	O60437
ENSP00000200135	O43264
ENSP00000007735	O76009
ENSP00000388920	Q6NW29
ENSP00000477213	O00213
ENSP00000447730	P08962
ENSP00000287675	Q9Y2C4
ENSP00000307014	Q86Y46
ENSP00000247843	O95619
ENSP00000352400	P35658
ENSP00000263574	Q06481
ENSP00000381844	Q6DD88
ENSP00000355204	Q8TC76
ENSP00000297044	O43739
ENSP00000319052	Q12798
ENSP00000256398	Q9H9T3
ENSP00000264110	P15336
ENSP00000355511	P26374
ENSP00000248933	Q9BYH1
ENSP00000356301	B1ALM5
ENSP00000245539	Q9Y2R9
ENSP00000245932	P50552
ENSP00000230640	P42285
ENSP00000225550	O76014
ENSP00000268206	Q7Z2Z2
ENSP00000328928	P17483
ENSP00000352455	Q13361
ENSP00000226524	P10720
ENSP00000364543	Q15477
ENSP00000227520	Q9H6F5
ENSP00000330696	Q99572
ENSP00000020673	A5PKW4
ENSP00000371897	Q13017
ENSP00000334872	P04733
ENSP00000419740	Q96CB9
ENSP00000360858	Q99784
ENSP00000356967	Q969M1
ENSP00000431040	Q9NWU5
ENSP00000374354	Q96B26
ENSP00000482732	P43378
ENSP00000223641	P60468
ENSP00000367721	A0A8V8NBT1
ENSP00000430548	P48651
ENSP00000443246	F5H5P2
ENSP00000374409	Q99569
ENSP00000477059	Q5GH72
ENSP00000378992	P50226
ENSP00000360305	O00151
ENSP00000381549	Q9Y2L6
ENSP00000371297	O15079
ENSP00000421226	Q9NY35
ENSP00000275034	Q8WWQ0
ENSP00000220763	Q9Y646
ENSP00000270223	Q09019
ENSP00000312678	O15344
ENSP00000216639	Q99986
ENSP00000379496	A0A0A0MS69
ENSP00000379931	Q96LR5
ENSP00000373153	Q6Y1H2
ENSP00000416515	A0A0A0MT64
ENSP00000217131	Q9UBR2
ENSP00000432586	Q8TDW7
ENSP00000432586	E9PQ73
ENSP00000285873	Q8TEQ6
ENSP00000339844	Q8N983
ENSP00000222002	Q06520
ENSP00000361866	Q9H3H9
ENSP00000375067	Q9H6U6
ENSP00000253099	Q9BYD3
ENSP00000350425	P06727
ENSP00000356828	Q6JBY9
ENSP00000298428	Q9H9S3
ENSP00000420927	Q15119
ENSP00000257901	P78386
ENSP00000291009	P12273
ENSP00000285419	Q8N4L2
ENSP00000257013	A6ZKI3
ENSP00000386651	Q8NI22
ENSP00000362092	Q9HB90
ENSP00000310003	Q6PI25
ENSP00000330720	Q8IUC1
ENSP00000280871	Q96QE2
ENSP00000419124	O95990
ENSP00000353582	O60462
ENSP00000450864	Q6IN85
ENSP00000368964	Q96T17
ENSP00000233809	P18065
ENSP00000423600	Q5HYI7
ENSP00000361467	Q8TDM6
ENSP00000257604	O14545
ENSP00000258884	Q6PCB6
ENSP00000410083	Q9HBM0
ENSP00000303709	P51965
ENSP00000317473	P53611
ENSP00000355299	A0A2U3TZM3
ENSP00000328287	Q5XPI4
ENSP00000250617	Q15052
ENSP00000413625	Q96RU3
ENSP00000483921	A0A087X159
ENSP00000361287	Q00266
ENSP00000262850	Q5VZM2
ENSP00000280800	Q8NHP8
ENSP00000337688	Q99442
ENSP00000389843	Q969I6
ENSP00000314036	Q9NRZ5
ENSP00000437271	Q9C0C2
ENSP00000298355	Q9C026
ENSP00000267615	Q13572
ENSP00000274008	Q8NB90
ENSP00000385035	P09871
ENSP00000314499	O14976
ENSP00000259746	Q5T3F8
ENSP00000265351	Q9HAV4
ENSP00000345808	Q8IWW6
ENSP00000363944	Q9Y4W2
ENSP00000298552	Q92574
ENSP00000366482	C9JAX1
ENSP00000299705	Q9Y3Q3
ENSP00000377721	P24468
ENSP00000268933	Q9H201
ENSP00000259873	Q9Y676
ENSP00000479064	A0A087WV05
ENSP00000331258	Q9H5K3
ENSP00000473391	R4GMX3
ENSP00000375907	Q7Z2X4
ENSP00000352779	Q15043
ENSP00000350369	O15525
ENSP00000361405	P14780
ENSP00000341680	Q96EV8
ENSP00000281419	O43150
ENSP00000304903	O95400
ENSP00000251646	Q14525
ENSP00000380352	O94830
ENSP00000306253	A0A8C8KBY2
ENSP00000478927	P46937
ENSP00000325677	O75150
ENSP00000364016	P28062
ENSP00000363040	Q9H1U4
ENSP00000268603	P55287
ENSP00000306920	P16278
ENSP00000413496	P61328
ENSP00000310623	Q9H1K1
ENSP00000374399	Q96FX7
ENSP00000349577	O43272
ENSP00000322804	O43312
ENSP00000219431	P29372
ENSP00000408292	Q13049
ENSP00000423665	Q07002
ENSP00000344996	A6NDB9
ENSP00000286835	O95104
ENSP00000265350	Q9H944
ENSP00000433109	P16389
ENSP00000483486	Q13795
ENSP00000464036	P21127
ENSP00000464893	Q9C0B0
ENSP00000252599	Q8NBJ5
ENSP00000405577	Q9H6B4
ENSP00000326981	Q9NV31
ENSP00000386896	P23229
ENSP00000320924	Q8TF74
ENSP00000287585	Q7Z7J7
ENSP00000330188	Q7L4I2
ENSP00000298281	O94913
ENSP00000381823	O95486
ENSP00000360608	Q05586
ENSP00000351250	Q9UPN9
ENSP00000364986	Q9BSE5
ENSP00000413937	Q9BT40
ENSP00000314299	Q03591
ENSP00000307272	Q8N122
ENSP00000374507	Q9P219
ENSP00000377311	Q6P4F2
ENSP00000334008	Q9NVD7
ENSP00000420008	C9JSA6
ENSP00000457654	H3BUI4
ENSP00000351811	Q6P2E9
ENSP00000310301	Q02447
ENSP00000261405	P04275
ENSP00000337194	Q13523
ENSP00000470652	Q96K37
ENSP00000338727	Q9Y608
ENSP00000257951	Q9NSB2
ENSP00000350869	Q9UL40
ENSP00000452037	Q4LDG9
ENSP00000399415	B7Z4W5
ENSP00000380921	Q96B97
ENSP00000263556	P13674
ENSP00000348216	Q9C037
ENSP00000350928	Q99259
ENSP00000220429	Q06547
ENSP00000381932	Q13627
ENSP00000410732	P18507
ENSP00000365730	Q9Y6E0
ENSP00000326699	O14967
ENSP00000233242	P04114
ENSP00000386766	Q9ULF5
ENSP00000221265	Q8N7H5
ENSP00000393840	Q6QNY0
ENSP00000343435	Q5BJH7
ENSP00000253382	Q9NR19
ENSP00000251849	P04049
ENSP00000370055	O95164
ENSP00000338864	Q7LDG7
ENSP00000384367	Q719H9
ENSP00000316649	Q9H1P3
ENSP00000358423	Q9NQL2
ENSP00000376272	P35249
ENSP00000361923	Q96BP2
ENSP00000373772	Q5VTR2
ENSP00000484928	P55283
ENSP00000363516	Q9UKA8
ENSP00000381237	Q8TCT9
ENSP00000177742	C9JJ19
ENSP00000427130	Q6ZTN6
ENSP00000372210	Q9NYM9
ENSP00000360280	O75553
ENSP00000358518	P23610
ENSP00000477530	P23610
ENSP00000479624	P23610
ENSP00000167106	Q7L8A9
ENSP00000485525	P30566
ENSP00000257770	P21589
ENSP00000331310	Q9UBU8
ENSP00000351141	Q15007
ENSP00000219746	O15405
ENSP00000278947	O60939
ENSP00000408236	Q99418
ENSP00000383933	Q7Z5A7
ENSP00000351591	Q9NZ94
ENSP00000433361	Q9NQ34
ENSP00000175506	P08243
ENSP00000307188	P04424
ENSP00000263097	Q99439
ENSP00000407818	P62068
ENSP00000435637	O94779
ENSP00000364685	P55001
ENSP00000265641	P50416
ENSP00000261416	P07686
ENSP00000367028	Q13428
ENSP00000361982	O95900
ENSP00000359848	Q92643
ENSP00000378405	O14874
ENSP00000313854	Q96KA5
ENSP00000318884	Q9NZ56
ENSP00000245544	Q9BW27
ENSP00000295682	Q8N6L1
ENSP00000359398	Q6QNY1
ENSP00000416097	Q08379
ENSP00000416097	A0A6Q8KRG2
ENSP00000403701	P32121
ENSP00000359050	Q5T2E6
ENSP00000418194	Q460N5
ENSP00000385795	O94880
ENSP00000361263	Q13905
ENSP00000369349	Q14533
ENSP00000401720	P32189
ENSP00000252456	P51911
ENSP00000281513	A2RRP1
ENSP00000419786	Q8NET4
ENSP00000320543	O95208
ENSP00000355051	Q15543
ENSP00000246646	O76015
ENSP00000395083	P53367
ENSP00000435565	Q8NDA8
ENSP00000257198	Q08554
ENSP00000421380	Q96H20
ENSP00000225969	Q9P0M9
ENSP00000272252	Q96C23
ENSP00000380747	Q96SK2
ENSP00000371587	Q6PIL6
ENSP00000373669	Q96GS4
ENSP00000480763	B7ZKJ3
ENSP00000483489	Q9BV86
ENSP00000259607	O00585
ENSP00000309432	Q86VR2
ENSP00000384442	Q9UQ88
ENSP00000480359	Q96HC4
ENSP00000256190	Q86WG5
ENSP00000401831	Q96CM8
ENSP00000399168	P01889
ENSP00000267396	Q8IYK8
ENSP00000340896	Q9UBL3
ENSP00000374455	Q13501
ENSP00000248594	Q05209
ENSP00000353114	Q8IVF2
ENSP00000323568	P11168
ENSP00000338844	Q15437
ENSP00000264033	P22681
ENSP00000346890	O43847
